density,target_class
7.421875,1
5.4921875,1
1.265625,1
4.8125,1
5.484375,1
6.24609375,1
2.84375,1
2.70703125,1
2.15625,1
4.140625,1
3.8671875,1
2.6015625,1
1.8046875,1
1.2890625,1
15.96875,1
3.3984375,1
1.08984375,1
3.8671875,1
11.37109375,1
6.609375,1
1.0390625,1
12.67578125,1
12.375,1
7.27734375,1
1.21875,1
6.90234375,1
5.20703125,1
3.234375,1
2.1484375,1
7.8671875,1
4.7578125,1
4.74609375,1
9.796875,1
2.296875,1
3.1796875,1
2.421875,1
1.9296875,1
3.9609375,1
2.54296875,1
6.3828125,1
2.1328125,1
7.265625,1
5.5703125,1
3.46875,1
4.59375,1
9.1796875,1
3.515625,1
1.6875,1
2.3828125,1
2.1796875,1
7.8046875,1
7.37109375,1
5.2109375,1
7.3828125,1
4.3046875,1
4.58984375,1
4.23828125,1
5.09765625,1
6.234375,1
2.5390625,1
2.42578125,1
3.46875,1
3.390625,1
1.23046875,1
3.1171875,1
11.25390625,1
3.4375,1
1.78125,1
5.66015625,1
3.046875,1
7.59375,1
6.015625,1
3.671875,1
1.01953125,1
2.625,1
11.71875,1
3.28125,1
4.08203125,1
2.078125,1
2.0390625,1
7.9921875,1
0.984375,1
6.0546875,1
4.15625,1
6.375,1
1.4765625,1
3.3984375,1
3.28125,1
15.46875,1
6.953125,1
2.40234375,1
6.71875,1
2.96484375,1
2.03125,1
2.296875,1
2.4921875,1
2.06640625,1
4.4921875,1
1.453125,1
6.53125,1
4.6875,1
8.52734375,1
6.66015625,1
9.84375,1
3.48046875,1
5.90625,1
2.83203125,1
10.24609375,1
6.125,1
8.71875,1
0.875,1
5.84375,1
1.40625,1
8.9375,1
1.76171875,1
8.90625,1
3.7734375,1
1.3359375,1
7.109375,1
0.9140625,1
9.75,1
1.28515625,1
1.40625,1
5.34375,1
7.65625,1
12.25,1
5.34375,1
11.78125,1
1.015625,1
8.984375,1
10.359375,1
9.3515625,1
7.8359375,1
6.09375,1
10.15625,1
8.0390625,1
6.6484375,1
4.875,1
5.05859375,1
9.28125,1
1.546875,1
11.6796875,1
6.7265625,1
8.3671875,1
8.1640625,1
9.1796875,1
10.3515625,1
14.47265625,1
1.078125,1
13.13671875,1
8.015625,1
7.390625,1
9.7421875,1
10.52734375,1
2.58984375,1
7.7265625,1
9.3515625,1
7.16015625,1
9.66796875,1
11.75390625,1
7.65625,1
10.96875,1
2.34375,1
1.8984375,1
8.203125,1
7.34765625,1
5.34375,1
0.9765625,1
5.7890625,1
1.828125,1
5.5078125,1
6.71875,1
6.640625,1
6.0859375,1
4.15625,1
6.25,1
5.046875,1
3.28125,1
4.921875,1
6.828125,1
1.125,1
7.2265625,1
6.24609375,1
7.76953125,1
7.734375,1
4.453125,1
10.546875,1
3.73828125,1
15.125,1
9.96875,1
11.67578125,1
7.16015625,1
12.484375,1
10.96875,1
12.8828125,1
7.734375,1
14.6484375,1
2.5,1
4.0078125,1
21.375,1
17.4375,1
18.7578125,1
18.8671875,1
8.4609375,1
15.859375,1
20.1875,1
3.09375,1
1.79296875,1
15.125,1
5.7421875,1
7.55859375,1
11.53125,1
1.5,1
14.09375,1
12.0234375,1
3.7109375,1
8.25,1
11.15625,1
11.78125,1
3.1875,1
11.42578125,1
26.71875,1
3.609375,1
17.25,1
20.234375,1
1.203125,1
2.34375,1
1.953125,1
15.75,1
11.484375,1
20.5234375,1
0.90625,1
1.484375,1
8.015625,1
6.0703125,1
12.44140625,1
14.2734375,1
1.15625,1
12.3515625,1
19.4140625,1
18.078125,1
7.0234375,1
14.1640625,1
11.0859375,1
11.8125,1
17.6328125,1
8.859375,1
11.8125,1
16.625,1
15.52734375,1
26.0703125,1
12.5,1
10.9375,1
8.48828125,1
13.9453125,1
12.03125,1
7.5703125,1
8.53125,1
12.4296875,1
17.875,1
4.8125,1
1.125,1
4.0625,1
7.03125,1
4.8125,1
6.57421875,1
8.25,1
9.5234375,1
5.34375,1
8.52734375,1
7.734375,1
12.25,1
7.3828125,1
10.14453125,1
8.96875,1
8.75,1
8.09375,1
5.16796875,1
0.98828125,1
7.3125,1
4.98046875,1
6.41796875,1
8.7890625,1
12.140625,1
8.90625,1
7.65625,1
3.28125,1
3.1640625,1
3.59375,1
1.0546875,1
2.25,1
2.515625,1
0.80859375,1
3.5,1
11.25,1
6.6796875,1
9.9453125,1
2.625,1
2.578125,1
5.17578125,1
3.859375,1
2.25,1
8.625,1
9.453125,1
10.78125,1
9.515625,1
9.97265625,1
8.88671875,1
6.796875,1
2.25,1
0.8125,1
8.99609375,1
7.62890625,1
7.0234375,1
9.91015625,1
7.6171875,1
11.015625,1
13.5859375,1
1.7265625,1
2.5,1
1.96875,1
11.42578125,1
8.625,1
5.80078125,1
10.2421875,1
5.02734375,1
9.703125,1
11.78125,1
12.8515625,1
6,1
9.8828125,1
1.0625,1
1.33984375,1
0.8203125,1
12.30078125,1
3.046875,1
14.9765625,1
14.34375,1
16.6796875,1
13.078125,1
15.234375,1
12.44140625,1
7.6875,1
2.109375,1
2.390625,1
12.390625,1
6.88671875,1
10.6015625,1
6.23046875,1
5.3125,1
11.34375,1
6.375,1
6.1875,1
5.4140625,1
5,1
6.57421875,1
6.23046875,1
1.734375,1
1.453125,1
13.58984375,1
8.63671875,1
8.765625,1
17.5,1
6.23046875,1
11.38671875,1
1.640625,1
16.40625,1
11.6015625,1
7.4765625,1
10.73046875,1
15.33984375,1
19.55078125,1
15.140625,1
9.9140625,1
6.296875,1
8.625,1
0.875,1
8.0078125,1
9.73046875,1
8.4609375,1
7.34765625,1
12.1171875,1
3.7734375,1
10.58203125,1
1.87890625,1
1.23046875,1
16.34765625,1
13.03515625,1
10.1171875,1
6.2109375,1
13.40234375,1
8.48828125,1
10.875,1
1.25,1
1.8046875,1
8.80859375,1
11.875,1
10.8984375,1
9.5390625,1
18.703125,1
27.90625,1
15.5390625,1
5.625,1
11.578125,1
7.421875,1
2.875,1
10.15625,1
6.75,1
9.29296875,1
6.703125,1
3.26953125,1
1.06640625,1
1.640625,1
1.859375,1
7.546875,1
10.46875,1
13.28125,1
15.80859375,1
11.09375,1
4.7265625,1
12.3515625,1
8.80859375,1
10.55078125,1
10.546875,1
10.828125,1
1.4765625,1
10.5,1
1.71875,1
9.31640625,1
1.41015625,1
3.4375,1
5.578125,1
1.4765625,1
5.625,1
1.37109375,1
12,1
3.390625,1
6.375,1
1.4609375,1
1.96875,1
5.66015625,1
4.75,1
4.6875,1
4.3828125,1
8.625,1
2.234375,1
6.9375,1
8.859375,1
2.0625,1
1.78125,1
3.96484375,1
7.91015625,1
5.15625,1
8.06640625,1
5.37109375,1
4.640625,1
6.79296875,1
5.5859375,1
8.0390625,1
10.359375,1
8.3984375,1
5.203125,1
2.734375,1
1.98046875,1
4.83984375,1
11.12109375,1
6.78125,1
3.75,1
4.6875,1
5.93359375,1
2.640625,1
7.08984375,1
3.75,1
3.390625,1
4.78515625,1
7.75,1
5.578125,1
7.3828125,1
1.2890625,1
7.1875,1
5.875,1
6.015625,1
5.796875,1
2.90625,1
4.51171875,1
2.875,1
2.34375,1
1.375,1
3.609375,1
4.921875,1
8.015625,1
5.34375,1
3.7109375,1
2.37890625,1
5.484375,1
6.41796875,1
6.296875,1
4.23828125,1
4.3671875,1
0.94921875,1
7.3046875,1
0.84375,1
6.2109375,1
11.984375,1
1.51171875,1
8.0859375,1
10.3125,1
1.0546875,1
4.1015625,1
1.24609375,1
0.84375,1
1.6328125,1
1.4375,1
10.71875,1
18.28125,1
5.82421875,1
8.23046875,1
1.453125,1
9.625,1
1.0390625,1
0.90234375,1
9.31640625,1
9.84375,1
8.09375,1
1.4765625,1
13.5,1
2.0625,1
9.36328125,1
1.75,1
14.1640625,1
9.73046875,1
2.515625,1
1.58203125,1
1.1484375,1
3.828125,1
1.12109375,1
1.734375,1
9.0625,1
0.9609375,1
1.12109375,1
6.4453125,1
1.33984375,1
13.34375,1
1.421875,1
19.96875,1
2.0625,1
7.8046875,1
1.58203125,1
8.015625,1
7.08984375,1
2.85546875,1
1.5,1
2.18359375,1
5.7421875,1
1.16015625,1
8.078125,1
0.9375,1
2.07421875,1
3.90234375,1
9.1875,1
3.69140625,1
1.859375,1
2.63671875,1
1.265625,1
6.1875,1
8.078125,1
5.46875,1
1.6875,1
9.0234375,1
19.5,1
5.7421875,1
2.578125,1
4.296875,1
4.671875,1
8.3984375,1
9.5390625,1
5.63671875,1
13.8359375,1
5.2109375,1
11.75390625,1
7.0078125,1
3.875,1
10.0625,1
1.16015625,1
1.15625,1
1.06640625,1
1.08984375,1
4.375,1
7.51953125,1
8.078125,1
4.7578125,1
0.9765625,1
6.609375,1
5.859375,1
6.2421875,1
7.37109375,1
5.3125,1
11.59375,1
4.64453125,1
0.984375,1
3.609375,1
13.87109375,1
1.06640625,1
8.2265625,1
6.25,1
5.15625,1
8.7890625,1
5.34375,1
4.8828125,1
7.46484375,1
4.1015625,1
10.3125,1
3.14453125,1
8.7890625,1
14,1
2.71875,1
7.453125,1
8.671875,1
7.390625,1
4.375,1
2.53125,1
5.34375,1
4.8125,1
9.703125,1
3.234375,1
2.00390625,1
5.1796875,1
3.86328125,1
2.6640625,1
1.09375,1
4.19140625,1
6.8359375,1
3.515625,1
3.125,1
5.34375,1
1.359375,1
6.25,1
4.39453125,1
7.0078125,1
5.875,1
1.5,1
5.02734375,1
3.75,1
4.8515625,1
4.04296875,1
9.7421875,1
7.4765625,1
6.1875,1
1.125,1
1.1875,1
3.50390625,1
6.125,1
1.53125,1
2.671875,1
3.0234375,1
5.28125,1
7.0078125,1
4.96875,1
2.4375,1
7.24609375,1
3.4140625,1
6.015625,1
13.8203125,1
3.9609375,1
0.8125,1
3.4453125,1
5.03125,1
1.9296875,1
4.3828125,1
1.08984375,1
1.65234375,1
6.79296875,1
4.21875,1
6.375,1
7.46484375,1
1.03125,1
1.953125,1
9.41015625,1
23.2421875,1
4.1640625,1
1.81640625,1
2.625,1
8.53125,1
11.8125,1
13.7109375,1
0.984375,1
0.94921875,1
7.96875,1
11.6015625,1
2.1328125,1
1.76171875,1
1,1
2.1875,1
14.625,1
24.609375,1
4.0078125,1
8.8125,1
9.0703125,1
18.3515625,1
4.703125,1
2.53125,1
5.5703125,1
17.0546875,1
1.67578125,1
16.33984375,1
1.4375,1
3.7109375,1
7.84765625,1
12.96875,1
2.84375,1
15.8125,1
6.57421875,1
8.8359375,1
9.28125,1
15.2109375,1
2.15625,1
6.34375,1
3.1796875,1
2.265625,1
0.9140625,1
1.5859375,1
27.66015625,1
1.640625,1
13.125,1
1.8046875,1
21.875,1
5.9921875,1
10.55859375,1
7.125,1
18.5625,1
18.28125,1
2.98828125,1
7.2734375,1
1.40625,1
4,1
20.34375,1
0.98828125,1
1.16015625,1
1.37109375,1
3.0625,1
1.46875,1
3.65234375,1
4.0078125,1
3.52734375,1
0.99609375,1
14.57421875,1
6.54296875,1
6.1875,1
0.87890625,1
2.421875,1
1.26171875,1
1.25,1
20.7421875,1
10.6640625,1
1.6796875,1
2.2578125,1
1.93359375,1
1.1953125,1
6.3984375,1
2.71875,1
17.1875,1
16.203125,1
14.6875,1
8.625,1
10.09375,1
3.9609375,1
3.25,1
6.50390625,1
13.40625,1
1.3125,1
5.37890625,1
0.9375,1
4.7578125,1
6.9375,1
0.90625,1
2.0625,1
2.35546875,1
3.1875,1
14.34375,1
12.21484375,1
6.296875,1
24.46875,1
2.078125,1
3.46875,1
7.5078125,1
0.84375,1
8.203125,1
9.5390625,1
10.46484375,1
3.9375,1
1.66015625,1
2.34375,1
3.515625,1
2.3359375,1
9.703125,1
7.25,1
7.34765625,1
3.25390625,1
3.375,1
2.8515625,1
10.828125,1
5.2421875,1
5.6953125,1
4.609375,1
1.359375,1
11.671875,1
2.89453125,1
5.7421875,1
16.48828125,1
10.8984375,1
11.484375,1
14.4375,1
1.65234375,1
1.5234375,1
5.9765625,1
1.015625,1
1.125,1
6,1
1.2421875,1
9.140625,1
11.71875,1
2.109375,1
1.1953125,1
0.9140625,1
1.5234375,1
1.47265625,1
2.03125,1
1.171875,1
0.859375,1
9.5234375,1
17.109375,1
7.875,1
1.875,1
16.69921875,1
0.8671875,1
1.3359375,1
4.41796875,1
6.97265625,1
0.80859375,1
10.40625,1
4.0625,1
11.07421875,1
13.0859375,1
9.5234375,1
11.73046875,1
5.90625,1
2.1328125,1
2.6953125,1
9.078125,1
3.28125,1
1.8046875,1
0.9375,1
0.87890625,1
3.0546875,1
5.2734375,1
13.53515625,1
6.21484375,1
5,1
2.15234375,1
8.328125,1
15.140625,1
2.734375,1
3.90625,1
1.0390625,1
9.796875,1
1.90625,1
1.12109375,1
4.53515625,1
3.609375,1
9.0625,1
5.16796875,1
4.125,1
10.828125,1
7.6171875,1
4.375,1
0.87890625,1
5.9921875,1
10.546875,1
11.8125,1
8.53125,1
9.37890625,1
4.625,1
2.75,1
3.63671875,1
8.5,1
3.3203125,1
4.39453125,1
3.5,1
9.5390625,1
13.18359375,1
5.6875,1
5.5703125,1
6.45703125,1
7.375,1
8.37890625,1
6.1171875,1
1.26953125,1
0.8203125,1
10.40625,1
5.484375,1
7.76953125,1
7.125,1
14.0625,1
4.53125,1
5.09765625,1
7.171875,1
7.03125,1
6.41796875,1
9.0234375,1
8.3671875,1
0.8125,1
5.6640625,1
7.3125,1
5.140625,1
6.5625,1
3.875,1
2.83203125,1
6.5625,1
2.9296875,1
4.40625,1
1.28125,1
3.73828125,1
1.1953125,1
5.28515625,1
0.96484375,1
2.0625,1
1.40625,1
1.71875,1
6.1171875,1
5.890625,1
3,1
1.484375,1
6.1171875,1
2.9296875,1
4.58984375,1
1.3125,1
3.73828125,1
7.3046875,1
1.1875,1
5.890625,1
3.125,1
1.484375,1
5.03125,1
3.5,1
3.875,1
2.83203125,1
6.5625,1
11.59375,1
0.859375,1
1.3125,1
4.08203125,1
0.921875,1
0.8203125,1
2.40625,1
2.36328125,1
4.0625,1
2.63671875,1
9.453125,1
6.31640625,1
1.0625,1
8.6953125,1
3.046875,1
3.48046875,1
2.625,1
3.65625,1
4.84375,1
3.171875,1
7.16015625,1
2.25,1
0.796875,1
0.859375,1
4.76953125,1
2.79296875,1
3.8671875,1
1.15234375,1
4.984375,1
2.25,1
0.984375,1
11.5546875,1
9.609375,1
3.046875,1
2.71875,1
6.234375,1
0.86328125,1
3.63671875,1
2.60546875,1
3.828125,1
1.3125,1
3.48828125,1
1.796875,1
2.4609375,1
5.9765625,1
6.34375,1
2.0390625,1
3.984375,1
1.3125,1
5.140625,1
2.75,1
6.828125,1
2.90625,1
3.0625,1
3.1640625,1
8.71875,1
7.2734375,1
5.25,1
4.21875,1
2.0625,1
5.69140625,1
6.046875,1
2.015625,1
6.42578125,1
4.6484375,1
3.1484375,1
4.125,1
7.046875,1
10.125,1
2.7421875,1
3.09375,1
4.25390625,1
2.0625,1
2.625,1
0.9375,1
3.375,1
1.0625,1
2.90625,1
3.1640625,1
10.26171875,1
1.5625,1
7.96875,1
4.3125,1
3.8671875,1
3.375,1
5.375,1
3.1171875,1
4.64453125,1
6.296875,1
3.875,1
2.34375,1
8.75,1
3.984375,1
4.6484375,1
1.01953125,1
6.6484375,1
10.7421875,1
5.1796875,1
5.20703125,1
9.84375,1
4.95703125,1
3.48046875,1
1.953125,1
1,1
1.796875,1
1.78125,1
5.80078125,1
1.3359375,1
3.390625,1
2.1484375,1
2.4375,1
2.65625,1
2.63671875,1
2.953125,1
4.40625,1
4.21875,1
1.546875,1
5.5078125,1
2.25,1
4.21875,1
3.3203125,1
3.4375,1
3.984375,1
0.84375,1
3.03515625,1
1.46484375,1
3.71875,1
2.7890625,1
2.34375,1
1.58203125,1
2.25,1
2.63671875,1
6.22265625,1
1.1171875,1
9.6796875,1
1.88671875,1
3.515625,1
3.1484375,1
4.3828125,1
3.69140625,1
6.328125,1
2.9296875,1
3.05859375,1
5.625,1
1.85546875,1
4.453125,1
0.81640625,1
3.125,1
3.28125,1
1.4609375,1
4.59375,1
1.44140625,1
5.69140625,1
2.078125,1
1.96875,1
2.0390625,1
1.3671875,1
3.859375,1
1.421875,1
0.9453125,1
5.4140625,1
2.15625,1
2.90625,1
2.34375,1
4.64453125,1
3.0546875,1
1.546875,1
3.9609375,1
3.1171875,1
3.046875,1
2.00390625,1
3.22265625,1
4.1015625,1
2.63671875,1
2.30078125,1
1.625,1
1.39453125,1
1.65234375,1
1.6875,1
2.24609375,1
2.734375,1
4.32421875,1
4.6875,1
4.359375,1
2.03125,1
1.21875,1
1.3125,1
2.109375,1
8.80859375,1
2.921875,1
2.90625,1
2.15625,1
5.0625,1
2.03125,1
2.63671875,1
3.90234375,1
3.1640625,1
5.6640625,1
5.25,1
2.5390625,1
3.02734375,1
2.25,1
2.953125,1
2.06640625,1
1.2890625,1
2.734375,1
4.453125,1
2.890625,1
3.3203125,1
4,1
2.3046875,1
4.8046875,1
4.51171875,1
2.4609375,1
2.84375,1
2.734375,1
2.4375,1
1.875,1
7.62890625,1
2.75390625,1
2.25,1
1.4609375,1
2.03125,1
2.3359375,1
2.24609375,1
4.5703125,1
2.5703125,1
5.375,1
9.96875,1
2.90625,1
2.890625,1
3.80859375,1
3.375,1
3.6328125,1
2.3203125,1
3.796875,1
3.609375,1
4.0078125,1
3.0546875,1
4.3046875,1
1.8046875,1
3.7734375,1
4.94140625,1
6.97265625,1
4.671875,1
1.0546875,1
0.84375,1
2.05078125,1
1.4765625,1
2.85546875,1
4.125,1
2.71875,1
3.46875,1
5.6875,1
3.0625,1
4.625,1
6.875,1
4.484375,1
4.6015625,1
6.83203125,1
3.25,1
3.28125,1
6.890625,1
7.3125,1
9.2890625,1
4.25,1
3.046875,1
6.5625,1
5.2734375,1
5.3828125,1
1.2890625,1
15.12109375,1
4.921875,1
2.6640625,1
5.375,1
4.41796875,1
3.171875,1
7.1484375,1
5.7421875,1
3.03515625,1
3.3515625,1
4.5703125,1
0.859375,1
1.21875,1
2.96484375,1
4.01953125,1
2.15625,1
2.0625,1
3.09375,1
1.71875,1
2.42578125,1
1.0390625,1
4.671875,1
0.875,1
3.28125,1
3.609375,1
4.640625,1
2.4921875,1
2.578125,1
5.359375,1
2.54296875,1
2.9296875,1
3.3984375,1
3.65625,1
3.796875,1
3.69140625,1
1.23046875,1
3.609375,1
2.71875,1
3.3984375,1
3,1
4.46875,0
8.3671875,0
7.375,0
2.8203125,0
2.78515625,0
1.40625,0
1.8984375,0
1.15625,0
4.3671875,0
4.1015625,0
1.78125,0
5.5703125,0
2.375,0
1.72265625,0
2.3203125,0
2.9453125,0
5.4140625,0
3.05859375,0
2.65625,0
1.23046875,0
3.52734375,0
3.75390625,0
3.84375,0
2.3359375,0
1.06640625,0
2.06640625,0
1.57421875,0
2.4375,0
8.625,0
1.4609375,0
3.9375,0
3.046875,0
0.859375,0
1.71875,0
1.9296875,0
4.515625,0
2.2265625,0
5.03125,0
3.875,0
2.65625,0
4,0
2.953125,0
3.1796875,0
3.5546875,0
1.890625,0
7.109375,0
2.890625,0
4.39453125,0
1.93359375,0
3.25,0
1.875,0
4.6015625,0
5.12109375,0
8.671875,0
3.234375,0
3.7578125,0
1.16796875,0
3.75,0
8.859375,0
3.52734375,0
8.203125,0
2.234375,0
2.78515625,0
3.5546875,0
1.875,0
3.80859375,0
2.84375,0
4.75,0
2.83203125,0
2.65625,0
8.4609375,0
2.640625,0
2.8203125,0
5.140625,0
4.640625,0
2.63671875,0
2.5390625,0
2.32421875,0
1.9140625,0
2.1484375,0
2.0625,0
2.96875,0
3.14453125,0
1.72265625,0
5.765625,0
7.34375,0
5.05859375,0
1.078125,0
5.3125,0
14.94140625,0
9.76171875,0
8.0390625,0
8.90234375,0
6.09375,0
8.015625,0
2.296875,0
12.05859375,0
8.984375,0
6.53125,0
5.03125,0
2.9375,0
8.0390625,0
12.24609375,0
8.265625,0
6.31640625,0
7.8671875,0
14.47265625,0
5.05859375,0
10.15625,0
2.6953125,0
1.44921875,0
2.7890625,0
6.09375,0
2.734375,0
10.1953125,0
5.4921875,0
1.2109375,0
8.078125,0
4.921875,0
8.62890625,0
7.16015625,0
2.4609375,0
11.38671875,0
5.0390625,0
4.8984375,0
8.26171875,0
6.79296875,0
6.15234375,0
5.09765625,0
8.203125,0
5.46875,0
9.6796875,0
8.7890625,0
8.28125,0
5.2734375,0
9.9375,0
4.76953125,0
5.5,0
2.28515625,0
5.578125,0
4.8125,0
8.421875,0
7.5703125,0
5.2734375,0
9.36328125,0
7.65625,0
3.0078125,0
5.328125,0
6.42578125,0
8.859375,0
7.875,0
6.703125,0
9.609375,0
7.734375,0
17.8125,0
3.99609375,0
6.24609375,0
6.24609375,0
3.99609375,0
5.80078125,0
10,0
8.8046875,0
