curvature,strokewidth,density,x,y,w,h,distance,class
0.389582308,46.49752125,104.625,,,,,,1
0.366253436,53.09530632,154.5585938,,,,,,1
0.072610105,71.3242268,59.47265625,0,0,93,105,0,1
0.000189141,47.1009554,25.03125,0,0,70,89,0,1
0.296046497,66.02920468,68.140625,162,0,14,94,4,1
0.412435122,60.9491708,78.4921875,0,0,113,102,0,1
0.16569662,53.4157993,158.078125,38,0,33,111,23,1
0.038829645,31.76325571,8.56640625,0,0,49,43,0,1
0.360494442,47.51576077,117.140625,138,0,37,67,35,1
0.321798007,46.07122771,50.63671875,0,0,41,47,40,1
0.165638507,42.58776382,57.234375,117,0,43,72,2,1
0.100660833,28.93060418,70.05078125,,,,,,1
0.003542428,29.71915208,35.359375,,,,,,1
0.013173121,43.73153221,53.4921875,122,0,43,63,19,1
0.271226822,47.19177261,74.6796875,0,0,50,121,0,1
0.005291406,57.16690379,80.4296875,0,0,89,104,41,1
0.169121135,64.44348323,195.25,0,0,41,95,47,1
0.269118522,50.8785897,120.9375,,,,,,1
0.08203646,44.8426811,59.87109375,,,,,,1
0.157734337,38.97385688,1028.765625,,,,,,1
0.241470589,63.11730573,250.6875,66,0,6,68,123,1
0.087196814,57.72569146,103.6445313,0,0,39,89,80,1
0.17404655,70.77942133,166.03125,0,0,74,113,25,1
0.242185999,56.34782294,264.046875,,,,,,1
0.342417002,51.66686757,204.7617188,50,0,15,94,79,1
0.002452315,121.7456559,25.828125,0,0,56,114,0,1
0.100843768,52.67874029,42.6015625,0,0,47,82,0,1
0.003694005,66.73887594,85.78125,66,0,5,43,140,1
0.000494037,117.1497108,21.66796875,0,0,41,128,1,1
0.040236558,89.41582593,25.390625,0,0,48,130,0,1
0.00340861,77.82903088,141.7109375,59,0,8,87,100,1
0.256256288,46.0475575,155.7226563,168,0,6,37,82,1
0.111845136,63.41445456,202.3515625,9,0,55,96,22,1
0.238517972,52.70850483,81.76953125,,,,,,1
0.122164298,57.95824023,167.9414063,0,0,60,153,0,1
0.272009927,56.63643249,37.609375,0,0,81,116,0,1
0.123107527,40.01721985,195.46875,184,0,39,136,3,1
0.224317013,54.31470899,100.1992188,93,0,39,105,8,1
0.076220775,63.69577776,94.5,155,0,59,94,18,1
0.102492703,62.66179955,79.109375,111,0,53,106,16,1
0.016769813,60.52256624,27.34375,0,0,68,100,0,1
0.003485285,25.24113924,13.3671875,,,,,,1
0.006223051,42.45452721,9.76953125,0,0,39,61,0,1
0.239056918,40.7876337,32.64453125,96,0,39,59,2,1
0.360907885,37.71669007,19.12890625,40,0,41,59,0,1
0.002747845,44.98325976,10.15625,34,0,14,52,0,1
0.316795237,26.77787512,45.53125,153,0,33,49,13,1
0.369560382,26.91393512,19.1953125,,,,,,1
0.489080959,25.93897327,8.48828125,0,0,39,53,0,1
0.237259269,49.14412457,32.90625,0,0,55,72,0,1
0.44842406,41.09957707,30.28125,0,0,55,76,0,1
0.182046151,33.08265042,55.09765625,,,,,,1
0.164522392,41.87359722,27.71484375,32,0,32,55,0,1
0.499955041,31.91997011,33.3046875,,,,,,1
0.000871295,44.38282355,10.75,0,0,41,64,0,1
0.107562754,26.6603319,34.58984375,,,,,,1
0.386059262,38.96653399,36.0546875,,,,,,1
0.002575658,50.3129203,28.41796875,,,,,,1
0.205191849,36.68269986,53.515625,,,,,,1
0.007918543,41.96776189,13.078125,54,0,37,36,0,1
0.194324222,31.46908155,12.94921875,54,0,9,43,8,1
0.432365143,28.42380762,31.0078125,,,,,,1
0.370949955,28.72311561,35.21875,85,0,97,46,3,1
0.303939967,40.36066905,11.7578125,0,0,41,70,0,1
0.454667445,31.11197992,22.84375,51,0,33,51,17,1
0.005211178,39.40525622,20.5078125,47,0,26,53,17,1
0.003833919,45.23328815,20.5,0,0,43,57,7,1
0.350752854,47.78966595,23.203125,0,0,88,66,0,1
0.323769026,46.67046946,35.8359375,98,0,39,63,3,1
0.371593466,44.52680742,25.9140625,46,0,37,52,10,1
0.415999104,41.76607753,39.5,101,0,55,63,1,1
0.222560234,70.66205981,48.7109375,0,0,143,86,0,1
0.25761466,33.35593695,58.390625,,,,,,1
0.031595768,31.4424211,33,53,0,27,42,6,1
0.145675675,61.63084779,32.8125,0,0,58,79,61,1
0.000683105,40.46318782,17.47265625,0,0,61,71,0,1
0.335587892,56.82582716,20.1171875,0,0,48,103,0,1
0.417516871,36.46306276,31.9921875,72,0,31,60,18,1
0.004182677,48.70547578,13.58984375,0,0,47,71,0,1
0.302215851,41.99513274,58.9375,,,,,,1
0.339955025,28.41960554,74.9609375,174,0,26,57,38,1
0.061182151,35.38782726,36.65625,0,0,39,50,1,1
0.003574066,52.70522095,29.2578125,0,0,52,70,0,1
0.005895743,31.71678449,18.26171875,35,0,48,46,9,1
0.003066909,30.31412815,10.15625,0,0,50,50,0,1
0.164372492,45.43991816,45.1640625,0,0,57,82,0,1
0.209998999,36.6216329,75.19921875,,,,,,1
0.253741254,39.24702453,73.125,151,0,55,64,26,1
0.008724352,36.23581669,12.55078125,14,0,47,51,0,1
0.327176722,29.22146276,83.203125,208,0,48,68,3,1
0.401698341,40.00787212,146.8125,328,0,18,54,54,1
0.314195119,41.80014538,126.1210938,24,0,10,7,76,1
0.326877555,49.32296996,103.3203125,0,0,65,115,0,1
0.240878308,28.07560867,40.734375,116,0,40,58,8,1
0.002673188,49.90274666,68.25390625,119,0,52,85,16,1
0.00637459,29.45431431,8.96484375,0,0,49,45,0,1
0.10655324,28.90942564,102.09375,,,,,,1
0.537871559,8.359883285,70.875,,,,,,1
0.492634813,11.752529,156.40625,,,,,,1
0.104718966,20.45594419,68.859375,,,,,,1
0.172487087,10.53908682,93.328125,,,,,,1
0.250378914,15.46562103,82.8125,,,,,,1
0.264853117,15.3613301,109.8632813,,,,,,1
0.287849124,23.51128234,230.9570313,,,,,,1
0.374900666,12.97897656,123.8359375,,,,,,1
0.144287455,25.50612193,25.83984375,,,,,,1
0.269220002,15.85196351,59.125,,,,,,1
0.12785816,12.38115838,192.2109375,,,,,,1
0.296600618,15.05990941,127.6171875,,,,,,1
0.012622546,42.73197481,16.96484375,0,0,41,101,0,1
0.300398197,20.36648412,219.375,,,,,,1
0.234406175,24.26095436,104.609375,,,,,,1
0.022012649,42.35394864,55.6171875,,,,,,1
0.263922285,18.85629771,262.3359375,,,,,,1
0.217609244,20.66626611,97.84375,,,,,,1
0.259456353,12.07761645,193.5351563,,,,,,1
0.046300993,23.8152283,20.51953125,0,0,29,33,70,1
0.252216176,18.83308886,112.625,,,,,,1
0.128175948,17.18158913,372.875,,,,,,1
0.319128616,17.69604331,69.5625,,,,,,1
0.010821637,45.31220452,10.140625,0,0,42,59,0,1
0.459708439,12.84532115,267.6328125,,,,,,1
0.218732507,29.86991885,203.6640625,,,,,,1
0.356293333,15.4974047,144.375,,,,,,1
0.314301832,12.48519527,152.2148438,,,,,,1
0.191873586,29.48031642,13.7734375,,,,,,1
0.490630281,13.72727293,206.71875,,,,,,1
0.417497607,16.26762276,537.625,,,,,,1
0.171102982,23.26302037,268.046875,,,,,,1
0.20499482,50.27426799,159.7148438,,,,,,1
0.095894791,38.73394268,110.3320313,0,0,49,72,33,1
0.294598731,22.0596914,101.0820313,,,,,,1
0.320503659,24.07683866,196.4023438,,,,,,1
0.438778206,19.13104471,203.71875,,,,,,1
0.228412607,21.9389012,343.8398438,,,,,,1
0.558663988,21.77072818,16.2265625,,,,,,1
0.150513833,23.71860473,7.265625,,,,,,1
0.119081785,28.99891628,333.921875,,,,,,1
0.270689639,27.25330875,422.9375,,,,,,1
0.107430748,28.93342141,38.2578125,,,,,,1
0.075419375,32.23265129,106.3476563,,,,,,1
0.152926742,51.17998022,84.6015625,,,,,,1
0.004570345,44.45692693,24.609375,0,0,48,126,0,1
0.207568641,19.26887317,287,,,,,,1
0.270394468,19.63895128,324.796875,,,,,,1
0.159356618,29.91400444,155.1171875,,,,,,1
0.400264631,18.98815426,106.640625,,,,,,1
0.192689953,16.03703943,50.015625,,,,,,1
0.191995999,15.79727245,87.7265625,,,,,,1
0.218705141,15.91248953,257.3398438,,,,,,1
0.010343675,10.35873997,18.04296875,,,,,,1
0.053755784,5.866340966,8.3828125,0,0,11,17,12,1
0.004455029,11.15515827,22.546875,39,0,18,34,5,1
0.007219278,8.709640679,15.85546875,,,,,,1
0.004385713,11.65426737,23.375,0,0,14,26,18,1
0.010357789,7.902614447,13.8046875,26,0,17,29,9,1
0.018301987,9.936104622,10.5703125,0,0,17,23,10,1
0.013265912,8.138473579,7.75,,,,,,1
0.00707536,5.110361936,4.671875,,,,,,1
0.036833808,6.710015509,11.23046875,12,0,19,24,1,1
0.077149493,10.3956313,36.09375,5,0,138,29,4,1
0.03952077,12.26258732,143.78125,,,,,,1
0.043195622,11.73351702,51.828125,,,,,,1
0.058147858,12.5704927,33.76953125,,,,,,1
0.051931705,10.82517967,32.8046875,,,,,,1
0.093289161,11.49484599,63.234375,,,,,,1
0.045389411,11.34653531,30.28125,,,,,,1
0.060452074,19.63139559,81.046875,,,,,,1
0.02789466,11.95982369,34.734375,,,,,,1
0.055313477,13.74770486,28.9453125,,,,,,1
0.047783127,9.374632787,28.9453125,,,,,,1
0.015644522,11.77719178,18.5,,,,,,1
0.061111323,13.38965702,22.65625,0,0,112,29,0,1
0.043858565,13.07836056,15.44921875,,,,,,1
0.071596058,9.112425479,31.796875,,,,,,1
0.03949841,9.704478305,32.65625,,,,,,1
0.036168587,11.26954696,26.859375,,,,,,1
0.053452767,10.74295963,32.08203125,,,,,,1
0.062569803,10.15129572,19.14453125,,,,,,1
0.007194541,9.111226166,18.69140625,,,,,,1
0.066872203,10.17279443,22.3828125,,,,,,1
0.033227247,6.776805843,6.2890625,,,,,,1
0.072540091,7.427771053,5.30078125,,,,,,1
0.025173862,5.777104659,5.58984375,,,,,,1
0.087469812,6.293999117,7.21875,,,,,,1
0.039348247,7.093287831,113.203125,,,,,,1
0.045767312,6.494990225,37.5546875,,,,,,1
0.01666931,5.758208705,9.5390625,,,,,,1
0.003194472,6.19763125,7.421875,,,,,,1
0.014392126,5.536043685,8.015625,,,,,,1
0.026068249,10.34871789,13.921875,,,,,,1
0.050257883,6.313444917,17.0859375,0,0,162,27,0,1
0.027305884,11.73015052,18.3515625,,,,,,1
0.008012635,9.190146811,15.1875,,,,,,1
0.004415069,6.461217757,12.203125,0,0,10,19,3,1
0.004695621,7.270023967,9.7265625,27,0,13,19,11,1
0.001156159,7.335674726,4.125,,,,,,1
0.037398409,8.128933932,9.765625,,,,,,1
0.007343755,8.030527156,9.5234375,,,,,,1
0.009833672,6.572617646,8.765625,0,0,9,17,5,1
0.007564022,8.366996264,10.828125,49,0,15,22,0,1
0.035070175,9.095813394,8.078125,49,0,15,22,0,1
0.007997504,6.893896059,8.1640625,,,,,,1
0.047118065,6.505069926,7.4765625,,,,,,1
0.050162191,5.995166452,7.421875,27,0,7,17,8,1
0.041726797,10.63156746,221.71875,,,,,,1
0.032687785,10.07645404,20.46484375,,,,,,1
0.069464995,10.09493764,16.50390625,0,0,169,25,0,1
0.035815102,9.115864525,19.14453125,,,,,,1
0.046194488,7.253427097,23.10546875,,,,,,1
0.05833729,7.53082665,17.1640625,,,,,,1
0.061344719,8.684000306,17.82421875,,,,,,1
0.055349224,12.96067753,12.4609375,0,0,108,29,0,1
0.05061945,16.28265854,11.23046875,,,,,,1
0.025932621,10.54078325,13.40625,0,0,156,22,0,1
0.010988984,11.60844281,17.671875,0,0,156,29,0,1
0.003223094,7.921625112,16.6640625,0,0,158,27,0,1
0.291569198,9.121275059,15.36328125,,,,,,1
0.097494949,4.799127853,6.31640625,,,,,,1
0.084290195,17.44672567,20.671875,,,,,,1
0.078200508,7.868799623,6.23046875,,,,,,1
0.028901811,13.73600792,7.7265625,,,,,,1
0.006355508,53.07420853,13.609375,0,0,65,52,0,1
0.191922953,8.693632024,5.15625,,,,,,1
0.239873456,12.62326264,15.234375,,,,,,1
0.057855631,12.16968334,14.82421875,,,,,,1
0.317031049,4.071216412,5.4140625,,,,,,1
0.150606982,30.12441883,52.2890625,,,,,,1
0.045721644,23.29335258,136.0273438,,,,,,1
0.012307667,20.95197681,9.84375,,,,,,1
0.096545381,12.51662782,35.79296875,,,,,,1
0.010353922,24.18234518,9.546875,,,,,,1
0.213973057,32.16213365,20.78125,,,,,,1
0.046580069,13.24694134,13.0078125,,,,,,1
0.050706119,18.73713942,13.7109375,0,0,32,59,19,1
0.010043843,36.1592416,18.328125,,,,,,1
0.050218486,15.85519497,36.38671875,,,,,,1
0.125880831,8.13418609,31.0625,,,,,,1
0.014210619,7.134782491,5.4453125,,,,,,1
0.122501502,6.038602402,14.75,,,,,,1
0.101583162,13.92597445,4.64453125,0,0,39,29,0,1
0.007253814,26.41540109,7.7265625,,,,,,1
0.032443283,10.94259586,13.97265625,,,,,,1
0.027510267,10.17109089,16.7109375,,,,,,1
0.163620262,13.83978344,20.859375,,,,,,1
0.258051127,11.78034204,15.44140625,42,0,15,7,60,1
0.254394154,4.899577558,6.34375,,,,,,1
0.083318803,3.859285646,5.2734375,,,,,,1
0.118598897,5.923570405,8.63671875,,,,,,1
0.249400372,3.643532063,18.45703125,,,,,,1
0.206666087,8.066785542,9.546875,,,,,,1
0.025461,14.28036465,67.78125,,,,,,1
0.103168138,8.072548775,5.4140625,,,,,,1
0.275855829,6.968171571,197.3125,,,,,,1
0.010810974,21.81003664,16.59375,,,,,,1
0.005281555,30.25716555,13.78125,31,0,30,56,0,1
0.02054056,22.127417,4.58984375,,,,,,1
0.268040403,7.725100289,206.1601563,,,,,,1
0.302444907,7.461274349,43.5,,,,,,1
0.285714598,4.762224673,6.890625,,,,,,1
0.28656387,8.872354906,2394.335938,,,,,,1
0.358226725,3.145220295,10.6015625,,,,,,1
0.283965759,5.857405104,8.8515625,,,,,,1
0.246797491,5.354118303,32.171875,,,,,,1
0.245481956,4.661020588,178,,,,,,1
0.126144603,6.386986873,8.0859375,,,,,,1
0.142180188,13.6441673,277.75,,,,,,1
0.052596174,3.750981717,4.0390625,,,,,,1
0.357678079,49.17229673,25.59375,0,0,70,91,0,1
0.004676638,61.33711313,18.6328125,0,0,43,106,0,1
0.226216741,34.96419038,21.97265625,,,,,,1
0.002141728,66.37572275,25.703125,11,0,81,70,0,1
0.147590808,8.910994641,11.484375,,,,,,1
0.100814161,22.76874089,112.578125,,,,,,1
0.00453725,42.24249379,12.67578125,0,0,39,59,0,1
0.175273072,10.09543235,76.953125,,,,,,1
0.019270283,52.31647385,153.3671875,,,,,,1
0.104233317,12.97375092,8.16796875,,,,,,1
0.224936598,13.92186533,140.625,,,,,,1
0.113570505,14.39929164,128.9726563,,,,,,1
0.135462622,18.5132332,36.75,0,0,12,80,18,1
0.156021534,19.76040216,92.98828125,,,,,,1
0.111544298,34.91630082,86.37890625,,,,,,1
0.537483043,17.06185699,14.78125,,,,,,1
0.120506825,16.44580046,85.2734375,,,,,,1
0.17232063,26.6059197,165.4765625,,,,,,1
0.130882935,19.52571784,105.0546875,,,,,,1
0.285898052,55.25608155,19.16015625,0,0,43,109,0,1
0.231105613,40.19177521,86.42578125,0,1,46,60,64,1
0.11119727,33.19184439,61.6015625,,,,,,1
0.03521609,21.45272279,57.3359375,,,,,,1
0.069871151,16.5079345,101.03125,,,,,,1
0.236134807,50.03893578,79.19140625,73,0,74,65,32,1
0.274516607,33.81739527,18.703125,,,,,,1
0.011518806,58.17162767,29.109375,0,0,79,92,0,1
0.525257594,21.67150934,9.25,,,,,,1
0.137477317,14.46516266,46.40625,,,,,,1
0.040869842,14.81869326,6.4453125,3,0,10,17,13,1
0.202139717,32.75041668,28.3359375,0,0,38,58,4,1
0.002638822,54.20037878,15.6328125,0,0,56,69,0,1
0.002864693,50.21784357,48.09375,0,0,65,70,11,1
0.104973032,13.77431257,61.5234375,,,,,,1
0.330375452,8.396298821,20.4609375,,,,,,1
0.110546014,34.27056339,26.3984375,,,,,,1
0.003092011,62.72218352,22.37109375,0,0,67,83,0,1
0.010919485,47.39799555,39.6015625,0,0,53,69,5,1
0.010323366,22.73519262,13.88671875,0,1,25,32,46,1
0.168263315,15.46335674,27.1796875,,,,,,1
0.020635525,37.41866717,21.43359375,,,,,,1
0.126748609,28.64106326,302.8125,,,,,,1
0.047278005,27.96117316,6.53125,,,,,,1
0.177231507,33.30966209,39.75,,,,,,1
0.132540598,8.508256513,4.484375,,,,,,1
0.174294259,30.357726,12.62890625,,,,,,1
0.207942136,15.20733399,171.2773438,,,,,,1
0.00327741,101.1213934,24.96484375,0,0,75,83,0,1
0.148046602,18.83275629,121.484375,,,,,,1
0.130167717,17.96003249,47.2265625,,,,,,1
0.005795435,70.4161791,26.4140625,0,0,96,69,0,1
0.204198395,46.59744668,17.3828125,,,,,,1
0.214176588,38.79433365,89.03125,4,0,7,6,82,1
0.222979109,11.38802361,24.25,,,,,,1
0.219481902,14.702227,122.0273438,,,,,,1
0.170293468,16.31544759,236.5,,,,,,1
0.001729354,33.56686149,19.1953125,,,,,,1
0.251119294,14.92588541,99.75,,,,,,1
0.147924373,17.8849345,95.29296875,,,,,,1
0.224656923,11.47618338,133.8476563,,,,,,1
0.272015762,23.8843133,105.890625,,,,,,1
0.168915081,24.44271286,108.203125,,,,,,1
0.006534207,22.55719054,26.8125,,,,,,1
0.34849116,12.53536208,42.3984375,,,,,,1
0.162480348,11.6855822,42.4375,,,,,,1
0.080565527,14.22718004,32.40234375,,,,,,1
0.212882832,39.88947001,112.4882813,,,,,,1
0.220053464,40.8482364,25.3125,0,0,70,90,0,1
0.203226508,23.65960614,734.921875,,,,,,1
0.260410819,15.64547468,157,,,,,,1
0.172357981,21.83414719,80.8515625,,,,,,1
0.01804953,25.86298704,17.9296875,,,,,,1
0.112807726,38.45957933,114.5234375,,,,,,1
0.234176197,24.55374106,78.50390625,,,,,,1
0.387939105,12.37826187,10.875,0,0,41,21,11,1
0.203712096,36.75592272,67.921875,50,0,62,61,31,1
0.485547192,8.916397372,78.30078125,,,,,,1
0.309755805,25.97562691,165.375,,,,,,1
0.260487592,34.43935376,13.546875,0,0,49,68,0,1
0.182357196,33.21589254,156.6875,,,,,,1
0.077023827,29.66339578,121.875,,,,,,1
0.241430002,28.39282366,16.76953125,0,0,51,81,0,1
0.005841214,43.13488226,19.13671875,0,0,69,69,0,1
0.222714265,35.76826874,431.6171875,,,,,,1
0.211465665,13.48820544,161.3671875,,,,,,1
0.209587498,24.44993612,219,,,,,,1
0.004179286,55.83698474,22.8515625,0,0,88,65,0,1
0.056506436,22.81880506,39.65625,,,,,,1
0.214039067,14.23910572,61.0234375,,,,,,1
0.080746628,10.19014572,20.5234375,,,,,,1
0.099762982,27.82292952,23.10546875,,,,,,1
0.068697616,19.51090463,28.84375,,,,,,1
0.137994009,15.36102157,36.8671875,,,,,,1
0.095913904,26.69617209,18.046875,,,,,,1
0.117991302,24.80632309,14.90625,,,,,,1
0.24956352,4.724156044,10.2421875,,,,,,1
0.049077921,8.220817672,8.328125,,,,,,1
0.159354626,11.56509572,121.078125,,,,,,1
0.208718891,12.69546648,523.25,,,,,,1
0.237816782,7.134604005,6.5625,,,,,,1
0.184687421,5.28339688,19.96875,,,,,,1
0.181747083,7.635026073,15.25,,,,,,1
0.150245682,10.60834971,15.140625,,,,,,1
0.045191652,12.22563637,14.625,,,,,,1
0.265444219,7.221359734,43.83984375,,,,,,1
0.122836723,10.42558697,45.9375,,,,,,1
0.219856158,24.70334871,19.890625,,,,,,1
0.135984782,23.91291632,17.28125,,,,,,1
0.19611781,6.078492546,21.296875,,,,,,1
0.071902713,14.34182509,25.25,,,,,,1
0.140386698,24.26850548,32.9375,,,,,,1
0.064691271,11.59536257,18.2578125,,,,,,1
0.364937106,15.03155049,152.1679688,,,,,,1
0.054020997,16.96246891,22.171875,,,,,,1
0.006158467,34.8044515,12.90625,,,,,,1
0.139414676,11.92643319,46.59375,,,,,,1
0.097784641,23.92882672,23.640625,,,,,,1
0.282622862,13.39325016,77.625,,,,,,1
0.119975323,28.68674589,94.4609375,,,,,,1
0.17943955,11.36933198,41.6875,,,,,,1
0.274465072,25.51234767,303.4492188,,,,,,1
0.215762901,14.29210604,127.71875,,,,,,1
0.036438579,28.5978512,73.125,,,,,,1
0.351890975,6.065884277,89.578125,,,,,,1
0.154988057,6.845061573,20.109375,,,,,,1
0.126968702,10.82164864,42.65625,,,,,,1
0.024842195,24.12032508,30.80078125,0,1,81,94,0,1
0.223610494,12.15392391,11.05078125,,,,,,1
0.236858457,14.87171791,143.609375,,,,,,1
0.199347072,8.575099316,10.55859375,,,,,,1
0.113561914,11.45313918,90.1796875,,,,,,1
0.187210604,6.745082319,15.53125,,,,,,1
0.002429744,13.23332195,6.90234375,,,,,,1
0.021062879,12.42106073,3.609375,,,,,,1
0.160251318,10.234505,45.046875,,,,,,1
0.143830535,17.45219178,60.328125,,,,,,1
0.199982408,13.49881298,106.8203125,,,,,,1
0.232157974,13.27039752,45.33984375,,,,,,1
0.292882403,7.254175512,15.734375,,,,,,1
0.043592403,31.4533755,35.625,,,,,,1
0.142992826,7.058265686,11.8671875,,,,,,1
0.277267434,10.83746954,134,,,,,,1
0.315271951,13.08332712,262.5117188,,,,,,1
0.035161568,7.206808716,6.640625,,,,,,1
0.194414297,39.71321836,81.37890625,0,0,33,46,37,1
0.304060732,22.30163915,21.6640625,,,,,,1
0.192191091,31.98160524,28.25,0,0,33,45,19,1
0.38737033,30.21692919,25.0078125,38,0,27,49,17,1
0.004487898,30.28360054,13.60546875,0,0,37,42,1,1
0.002157239,27.91019046,14.015625,0,0,10,33,13,1
0.032809476,23.22220741,12.9609375,0,0,43,33,9,1
0.090281986,29.27247672,30.65625,0,0,45,48,24,1
0.08747309,32.8972533,47.7265625,,,,,,1
0.264321801,29.02400551,158.078125,,,,,,1
0.169751817,31.37842619,145.25,,,,,,1
0.301466181,17.42884917,47.109375,,,,,,1
0.186171169,31.03736897,49.5703125,31,0,36,66,28,1
0.170501961,19.61122924,45.8671875,0,0,34,43,14,1
0.178367997,39.96746354,183.015625,,,,,,1
0.392595802,23.8235329,27.45703125,0,0,21,42,29,1
0.287228036,22.2400348,42.41015625,,,,,,1
0.138771312,24.00540464,67.91015625,,,,,,1
0.207319542,20.08986995,85.26953125,,,,,,1
0.274429825,19.93829843,105,,,,,,1
0.326304916,26.39879466,58.5703125,21,0,71,49,0,1
0.19382141,15.92151044,26.90625,,,,,,1
0.122421927,16.99485223,14.84375,47,0,51,24,14,1
0.037858823,25.33091477,28,,,,,,1
0.023449651,17.90999044,21.515625,,,,,,1
0.198168751,19.6968674,11.05078125,,,,,,1
0.01381383,30.86250862,14.765625,,,,,,1
0.103104834,24.02469054,26.15625,,,,,,1
0.027097552,18.36942129,11.80078125,24,0,27,43,14,1
0.156131495,24.26079531,30.19140625,,,,,,1
0.35612027,20.08622441,76.171875,,,,,,1
0.184730533,33.53210396,23.8359375,0,0,27,54,0,1
0.007634761,21.20262744,26.625,64,0,30,48,0,1
0.131026112,22.6021034,40.87890625,,,,,,1
0.332110936,19.93926993,34.33984375,,,,,,1
0.265750151,18.15174543,34.7890625,,,,,,1
0.226710922,21.83690299,93.515625,,,,,,1
0.132944543,20.09388823,25.09375,0,0,19,44,0,1
0.06173066,19.88524575,51.828125,,,,,,1
0.064826857,23.9312882,45.71875,,,,,,1
0.009344562,26.90804406,31.8828125,,,,,,1
0.446604731,27.44755466,26.296875,0,0,28,51,0,1
0.056565902,21.09674907,33.140625,37,0,25,20,64,1
0.05723273,41.62784405,24.08203125,0,0,30,45,0,1
0.321471211,27.43485255,15.421875,0,0,26,42,5,1
0.096611026,25.45831264,19.125,30,0,22,51,0,1
0.314292666,25.40862338,29.0390625,,,,,,1
0.164557522,19.52129501,14.6875,0,0,24,45,2,1
0.012611596,29.57974947,12.9375,56,0,34,36,0,1
0.099534406,40.24028506,26.3671875,,,,,,1
0.154120371,27.2414622,27.87890625,,,,,,1
0.09341878,20.84865117,46.23828125,,,,,,1
0.009498247,34.33290783,26.8125,,,,,,1
0.17008234,22.10987433,70.28125,,,,,,1
0.143619755,21.27071274,43.41796875,,,,,,1
0.376545664,25.73390031,11.05078125,0,0,5,35,6,1
0.063225047,20.48497351,16.9921875,,,,,,1
0.293572906,27.91876226,349.375,,,,,,1
0.213414937,22.43608023,967.4375,,,,,,1
0.100042406,18.75681472,24,,,,,,1
0.253127216,27.23203825,42.63671875,0,0,48,45,14,1
0.337177402,28.56735776,16.36328125,0,0,69,59,0,1
0.237709813,30.47590793,269.53125,,,,,,1
0.220991816,26.83301318,372.2265625,,,,,,1
0.23540675,19.25843288,90.234375,,,,,,1
0.160927997,30.0937875,13.125,0,0,35,39,1,1
0.306883482,17.0369435,25.765625,,,,,,1
0.416958614,19.69549577,69.359375,0,0,34,46,0,1
0.189420261,24.619325,144.3359375,,,,,,1
0.282281663,10.36770139,16.3515625,,,,,,1
0.326932974,17.29638918,182.65625,,,,,,1
0.387860917,19.46766625,68.5546875,,,,,,1
0.199390434,22.27920682,18.91015625,,,,,,1
0.354514868,18.40801095,47.0390625,,,,,,1
