curvature,strokewidth,density,x,y,w,h,distance,class
0.203778109,17.21148464,242.2851563,,,,,,1
0.200769239,21.62980853,33.26953125,,,,,,1
0.26756072,21.32828478,13.53515625,0,0,26,35,0,1
0.270602029,37.73630825,22.6875,57,0,29,66,0,1
0.008418573,26.66411346,13.60546875,42,0,37,43,0,1
0.512270889,23.74236704,24.84375,96,0,22,40,13,1
0.261312621,33.02408955,71.1875,,,,,,1
0.002300063,41.671101,16.859375,0,0,50,83,0,1
0.058933051,41.706537,22.1015625,,,,,,1
0.559949824,28.26283617,17.0546875,0,0,31,59,0,1
0.111538378,42.79948043,17.609375,0,0,4,46,3,1
0.355068637,37.88025549,25.34765625,0,0,31,63,0,1
0.202086403,41.25345689,67.859375,,,,,,1
0.160600997,35.60382385,39.046875,0,1,25,67,0,1
0.010461212,18.79942212,45.20703125,,,,,,1
0.217450911,49.91698586,67.29296875,,,,,,1
0.21660385,37.58314268,35.25,,,,,,1
0.161022911,36.94826155,49.28125,0,0,52,76,0,1
0.18857392,26.02943082,58.578125,,,,,,1
0.011350854,32.37603518,12.30078125,37,0,28,47,0,1
0.130696374,27.65594782,48.2578125,122,0,38,57,1,1
0.099418062,29.54852897,49.3203125,0,0,35,52,7,1
0.185305158,38.09278759,49.234375,,,,,,1
0.261178228,19.281667,108.3515625,,,,,,1
0.2560544,16.87067795,73.828125,,,,,,1
0.085378555,21.56306227,48.0703125,,,,,,1
0.321131602,31.91290026,70.3125,331,0,27,46,4,1
0.153598297,25.94018659,45.3515625,91,0,34,53,1,1
0.236971753,23.98929785,56.8671875,,,,,,1
0.169061554,40.81449666,51.7578125,,,,,,1
0.284488305,21.79206157,42.65625,,,,,,1
0.31352666,26.96765721,106.4726563,,,,,,1
0.238662001,31.95417636,47.4375,94,0,32,45,1,1
0.082542485,25.12038795,44.3203125,,,,,,1
0.183118804,23.52429464,89.515625,,,,,,1
0.381161375,28.29483262,42.65625,130,0,36,59,6,1
0.006603986,33.95010159,37.71875,37,0,35,67,1,1
0.005987118,38.57405235,16.203125,0,0,20,55,6,1
0.25361312,59.18460889,21.984375,36,0,29,84,0,1
0.334758113,33.7692509,13.40625,35,0,29,47,5,1
0.050248714,48.97523362,18.3515625,0,0,35,54,0,1
0.079687301,39.48459326,91.65234375,15,0,38,43,36,1
0.138089059,37.88054025,68.2265625,0,0,22,89,34,1
0.345333361,32.7893676,61.7578125,123,0,23,50,12,1
0.012484461,51.00790638,51.40625,107,0,45,51,19,1
0.03981779,30.6479736,42.40625,0,0,23,59,0,1
0.259662165,18.98301835,7.96875,0,0,26,37,3,1
0.007236855,36.01321648,26.15625,27,0,26,67,5,1
0.172049023,33.15965272,22.640625,,,,,,1
0.26936916,18.11112865,32.921875,,,,,,1
0.186117258,20.36371722,179.6132813,,,,,,1
0.104089773,20.46219611,26.015625,,,,,,1
0.204044378,21.26673136,118.625,,,,,,1
0.009141796,24.91315735,25.265625,24,0,35,38,4,1
0.158330653,29.7511427,94.75,,,,,,1
0.176758751,16.38584115,43.9140625,,,,,,1
0.126883934,33.50705056,36.81640625,79,0,40,63,2,1
0.161852253,18.66626525,20.625,,,,,,1
0.120913714,25.76085566,65.625,,,,,,1
0.188404143,24.95222935,15.0546875,,,,,,1
0.005523488,23.32303748,28.65234375,105,0,7,43,2,1
0.200331137,21.2878055,27.12109375,,,,,,1
0.072657008,27.8563875,38.96875,,,,,,1
0.254987579,24.82837884,34.2109375,139,0,10,34,24,1
0.10740831,16.2199048,15.29296875,14,0,29,28,1,1
0.124648361,19.66282401,40.078125,,,,,,1
0.044006918,33.22604208,40.1015625,,,,,,1
0.002370625,44.09256573,26.82421875,78,0,29,59,4,1
0.099169367,23.86588085,27.734375,115,0,25,42,8,1
0.002703901,50.19978379,37.171875,0,0,47,78,0,1
0.017291595,31.86069656,30.99609375,0,0,22,62,7,1
0.011398802,38.21798216,18.83984375,31,0,33,52,1,1
0.372108388,28.07920049,17.53125,0,0,31,66,0,1
0.002309677,36.80709341,11.4375,0,0,46,61,0,1
0.08524359,31.03054445,26.5078125,,,,,,1
0.257966115,21.66738768,18.125,,,,,,1
0.018462468,30.71049505,18.3515625,0,0,48,47,7,1
0.334644076,29.86907429,63.53125,43,0,60,55,21,1
0.072371909,31.34166431,32.07421875,82,0,35,45,24,1
0.07184581,38.61375057,24.3359375,35,0,30,70,0,1
0.228275329,22.13419685,8.625,,,,,,1
0.495285282,32.78661575,24.375,22,0,33,60,0,1
0.001410724,34.59899561,21.19921875,47,0,32,67,0,1
0.014591359,51.76151988,24.99609375,0,0,40,71,10,1
0.015524802,30.57012491,16.50390625,36,0,27,65,0,1
0.003985688,57.09926334,16.25390625,0,0,55,73,0,1
0.055926441,57.45716932,55.06640625,63,0,34,66,61,1
0.003669484,38.73808011,14.9765625,,,,,,1
0.328341334,31.57931838,16.03125,0,0,40,54,0,1
0.003956239,31.48248749,25.390625,89,0,34,52,0,1
0.000834767,57.50450979,20.9375,35,0,40,55,12,1
0.004449298,32.08708943,20.5,41,0,39,64,0,1
0.002710382,35.1148089,20.625,,,,,,1
0.000465592,31.86040014,20.9296875,,,,,,1
0.001589766,46.55650483,33.76953125,0,0,42,95,0,1
0.009520221,47.42267305,15.28515625,0,0,41,91,0,1
0.152838937,38.44861321,114.890625,,,,,,1
0.278192065,31.38007101,59.4609375,0,0,30,86,0,1
0.003065713,57.29146496,51.57421875,95,0,39,81,0,1
0.003846239,42.09439058,20.7421875,8,0,22,44,15,1
0.223921972,28.68047572,46.015625,,,,,,1
0.2252525,21.70397266,27.75390625,40,0,5,49,0,1
0.08781098,25.87201592,47.0390625,,,,,,1
0.199078777,25.22023409,45.546875,,,,,,1
0.176104273,29.63182623,92.1875,138,0,30,57,2,1
0.199402376,21.31411749,59.09375,,,,,,1
0.143171702,24.5499263,46.3125,,,,,,1
0.188116921,26.41551507,62.78125,241,0,7,4,52,1
0.08790691,23.10272861,29.7421875,93,0,5,7,40,1
0.245565132,19.37760079,47.8046875,,,,,,1
0.254943907,28.44410149,41.63671875,0,0,5,50,1,1
0.018829845,25.11413061,50.703125,,,,,,1
0.136646244,24.23926124,58.3984375,91,0,25,54,11,1
0.183255756,25.67362637,80.3671875,,,,,,1
0.337366342,31.97497481,64.5703125,97,0,26,52,6,1
0.173314406,20.79377801,60.125,,,,,,1
0.13758123,26.17125798,18.421875,93,0,36,36,0,1
0.213521196,29.62934097,61.8515625,,,,,,1
0.033882908,21.86681245,37.109375,159,0,29,50,0,1
0.007749728,31.1877261,48.62890625,103,0,11,52,7,1
0.094591162,27.92926725,65.53125,,,,,,1
0.080522717,24.2153443,83.671875,,,,,,1
0.174873399,29.31558128,78.22265625,0,0,47,65,10,1
0.266922656,16.87719159,22.96875,,,,,,1
0.001242928,28.14306405,51.2109375,113,0,32,45,12,1
0.017631043,19.12968519,24.78515625,,,,,,1
0.291718784,26.62949525,11.67578125,0,0,21,49,0,1
0.031387553,19.19990148,12.26171875,0,0,14,33,10,1
0.001355155,128.8802754,128,0,0,510,64,0,1
0.010203265,26.30046021,10.5625,23,0,27,52,0,1
0.133308065,19.67028385,43.39453125,,,,,,1
0.226758439,19.91237881,39.71875,,,,,,1
0.013386904,23.80222618,174.3046875,,,,,,1
0.090939164,16.38466986,46.7578125,,,,,,1
0.300604647,28.80507951,141.5976563,,,,,,1
0.10614427,30.8352288,31.171875,93,0,21,52,5,1
0.071360569,46.81866533,58.45703125,167,0,18,50,23,1
0.152831544,36.54293601,74.51171875,0,0,44,55,54,1
0.09176083,27.98417863,133.6289063,0,0,32,79,102,1
0.254581492,39.21705777,32.34375,0,0,12,61,11,1
0.094665744,26.95756264,28.79296875,0,0,25,44,19,1
0.276577539,30.91834882,35.8359375,0,0,70,66,0,1
0.084978908,23.39748167,74.5078125,151,0,34,102,0,1
0.075280229,33.99214744,40.33203125,63,0,7,50,9,1
0.170847485,40.70125226,77.4375,121,0,45,89,29,1
0.118175306,21.23812841,39.08203125,,,,,,1
0.173835428,42.37183651,62.765625,103,0,47,74,4,1
0.321392276,32.68616137,50.6953125,37,0,71,73,30,1
0.42725235,28.48380927,78.93359375,0,0,11,50,71,1
0.118568197,28.95601089,37.578125,25,0,34,61,4,1
0.089614831,34.38967436,78.671875,0,0,108,71,35,1
0.192073695,22.68977895,40.375,0,0,97,76,0,1
0.160276977,34.46618698,34,0,0,126,68,0,1
0.242478515,32.2620741,124.8398438,,,,,,1
0.212712302,28.70556728,44.5625,45,0,77,92,0,1
0.325358722,40.85520748,42.625,65,0,57,46,42,1
0.223630552,19.65824231,24.0703125,55,0,50,33,6,1
0.26807196,33.65632757,37.6875,99,0,33,72,0,1
0.131490204,31.30709019,37,0,3,23,62,9,1
0.227030695,24.38651873,64.125,46,0,10,73,35,1
0.257590449,33.61579158,146.9726563,0,0,114,116,59,1
0.00616362,23.40832154,39.51953125,52,0,97,67,0,1
0.00427932,33.58161746,29.55078125,0,0,19,58,27,1
0.170280938,31.03996406,22.171875,30,0,46,60,6,1
0.117084092,24.54753836,37.984375,0,0,25,64,4,1
0.062773095,26.17437318,36.84375,,,,,,1
0.010180811,26.92962385,14.2734375,0,0,21,63,0,1
0.198688135,26.64534762,45.20703125,,,,,,1
0.216390718,33.51248154,25.94921875,64,0,9,73,0,1
0.247677843,29.23903332,48.234375,89,0,35,68,30,1
0.299332964,26.15759706,51.22265625,25,0,45,60,33,1
0.184460377,30.04626639,27.28125,0,0,28,72,0,1
0.209270001,38.62408774,51.64453125,90,0,25,60,53,1
0.186448561,31.78529256,33.36328125,0,0,31,64,9,1
0.081273332,32.43733291,58.75390625,0,0,37,72,17,1
0.339689965,32.31211944,36.71875,0,1,3,64,35,1
0.320496489,33.80375305,39.703125,41,0,78,78,6,1
0.103848782,31.47445546,55.078125,87,0,52,100,0,1
0.004403814,33.84650738,30.75,0,0,30,82,0,1
0.064257707,35.62782841,30.46875,0,0,26,78,0,1
0.193841517,44.39261338,58.7578125,0,0,26,72,66,1
0.020439906,18.98962424,26.25,8,0,24,41,7,1
0.006885648,30.83403957,11.19921875,28,0,31,47,0,1
0.100237198,21.39191712,17.2265625,67,0,36,41,1,1
0.242801498,35.36719126,33.25,118,0,32,56,0,1
0.007527197,33.80577076,26.94140625,53,0,66,57,0,1
0.044590297,32.7326492,26.43359375,36,0,63,64,3,1
0.135958602,28.54219032,44.47265625,,,,,,1
0.116925466,36.07768263,35.15625,13,0,78,52,23,1
0.222612505,41.45138253,121.6992188,,,,,,1
0.06871253,20.90819736,58.296875,0,0,24,57,34,1
0.178840182,40.14601287,35.625,59,0,11,80,0,1
0.231849205,41.40441636,83.5625,,,,,,1
0.253062044,28.48524487,28.30078125,60,0,27,43,20,1
0.086647121,24.93811655,23.84375,38,0,13,51,5,1
0.247451504,25.94335998,25.2578125,,,,,,1
0.11953344,22.95378626,38.78125,33,0,55,71,2,1
0.217542697,32.42848682,198.5546875,,,,,,1
0.275568573,25.2155232,30,69,0,37,52,8,1
0.004497427,30.36077353,15.8203125,53,0,26,44,6,1
0.377297417,24.85286347,25.3359375,86,0,21,35,11,1
0.549253197,23.78689177,14.4375,34,0,25,38,10,1
0.308178625,31.72242833,9.0703125,0,0,37,42,1,1
0.169182739,22.30735435,38.5078125,0,0,29,62,0,1
0.038334553,24.92031789,54.56640625,103,0,9,61,0,1
0.127801989,36.21825218,57.6640625,0,0,36,50,11,1
0.172766892,40.69812024,22.265625,53,0,20,76,0,1
0.172357381,26.49017852,28.18359375,0,0,9,65,0,1
0.0064705,42.98479205,8.4375,25,0,18,41,7,1
0.002845099,39.50245706,11.515625,0,0,42,67,0,1
0.077548337,26.75762021,100.2539063,274,0,19,45,42,1
0.097157253,29.82716871,31.171875,56,0,49,60,0,1
0.12654234,30.38761233,68.296875,77,0,32,60,34,1
0.26619629,19.80250293,27.37109375,21,0,33,46,3,1
0.018746203,28.61825402,98.328125,,,,,,1
0.178684038,24.00576329,23.625,0,0,9,50,4,1
0.264219262,28.8720023,47.8125,166,0,36,58,2,1
0.271756059,36.45095739,29.8046875,36,0,35,70,0,1
0.012620461,27.61778203,23.828125,56,0,42,60,1,1
0.032184544,25.54427732,23.4140625,50,0,29,71,3,1
0.232263104,22.43509993,12.484375,24,0,21,68,0,1
0.156682387,43.34817469,353.5351563,,,,,,1
0.189173698,43.21348024,168.046875,,,,,,1
0.166531042,36.18013867,187.125,,,,,,1
0.133433834,34.86285585,81.81640625,,,,,,1
0.240175655,28.94510746,14.875,0,0,55,56,0,1
0.108953698,41.36618854,494.203125,,,,,,1
0.133135251,37.04517135,50.1328125,,,,,,1
0.145020372,34.21521684,33.03125,43,0,49,51,5,1
0.01207164,25.42554292,26.4140625,0,0,35,46,0,1
0.004916583,41.39367519,45,61,0,34,10,50,1
0.465848757,29.22260024,19.12109375,50,0,37,54,1,1
0.271434505,25.96890475,28.15625,,,,,,1
0.167157856,27.05201132,102.1875,,,,,,1
0.331953029,36.69896281,60.0390625,0,0,48,54,4,1
0.161009425,34.15608151,73.140625,,,,,,1
0.009730797,27.67352975,50.203125,,,,,,1
0.004614738,34.85537618,21.78515625,0,0,37,39,0,1
0.254206452,34.25985341,34.5703125,51,0,33,50,0,1
0.240781333,26.21628892,29.375,0,0,39,40,0,1
0.173363376,34.44566789,28.640625,146,0,40,37,2,1
0.210124178,34.35092143,22.6875,54,0,44,44,0,1
0.17059599,31.3209149,10.7578125,0,0,49,54,0,1
0.193978764,40.24213323,313.875,,,,,,1
0.190005941,42.3512407,31.640625,,,,,,1
0.095929777,27.84841137,12.01171875,,,,,,1
0.196504285,50.57082909,130.4257813,,,,,,1
0.172019991,50.41277855,67.59375,0,0,49,103,0,1
0.05691912,35.13025174,113.1210938,,,,,,1
0.348518655,36.46728037,19.0625,0,0,29,48,13,1
0.227392498,42.55373903,37.078125,,,,,,1
0.268190316,38.41919748,119.375,,,,,,1
0.021920905,40.78880876,65.13671875,,,,,,1
0.248481524,40.07877289,126.8320313,,,,,,1
0.26565577,36.98261057,149.921875,,,,,,1
0.027559704,37.11003731,7.14453125,0,0,31,57,2,1
0.011175809,39.13177667,14.35546875,0,0,73,49,0,1
0.001638235,47.1997744,11.25390625,0,0,65,43,0,1
0.009658115,40.1711356,13.125,,,,,,1
0.000194078,44.83517838,17.921875,0,0,60,74,0,1
0.006187373,67.64756511,28.1015625,0,0,66,107,2,1
0.338527067,27.19680079,9.0234375,0,0,53,42,0,1
0.021022599,34.91304906,12.03125,0,0,53,56,0,1
0.009372338,52.32908141,56.53125,15,0,91,72,62,1
0.026636495,50.29804421,40.72265625,0,0,73,52,87,1
0.004311608,38.66680704,12.6953125,,,,,,1
0.037273949,47.96286863,11.09375,0,0,69,40,0,1
0.006449163,69.4299625,24.33984375,0,0,91,67,0,1
0.032292695,25.7216948,8.80859375,2,0,53,41,0,1
0.02351444,33.87976932,14.14453125,0,0,51,69,2,1
0.012445021,33.11167478,12.4609375,2,0,56,55,0,1
0.004237544,34.78120726,15.84375,0,0,102,39,0,1
0.003901246,110.7344248,41.66015625,0,0,133,79,0,1
0.003198465,38.01013168,7.8671875,0,2,38,51,0,1
0.239950615,34.86064008,8.6953125,0,0,51,42,0,1
0.012927421,41.64352011,12.59765625,0,0,73,43,0,1
0.371905375,50.72313184,18.28125,0,2,52,88,0,1
0.352381099,30.34368315,57.94921875,6,0,5,4,65,1
0.312389295,37.32672345,30.796875,,,,,,1
0.00549081,40.25736781,40.375,102,0,48,62,6,1
0.004572529,40.40991228,24.21875,,,,,,1
0.364566952,43.69925597,23.11328125,56,0,39,55,6,1
0.246782712,34.80904501,14.4375,0,0,36,56,0,1
0.442551137,28.30255276,64.0625,0,0,22,10,72,1
0.187059026,28.60218633,99.5625,,,,,,1
0.167383277,36.43463978,207.03125,,,,,,1
0.127788113,29.40797307,20.09765625,0,0,10,7,42,1
0.334522735,36.36089007,50.5859375,135,0,38,48,26,1
0.059781416,27.51681994,47.05078125,,,,,,1
0.338517417,44.96303982,40.4296875,40,0,38,75,0,1
0.389311316,32.36709382,27.609375,47,0,45,57,0,1
0.015847454,100.0773653,37.0546875,42,0,53,45,17,1
0.00440335,47.52810984,11.984375,0,0,57,52,0,1
0.010990237,33.5912366,13.125,0,0,46,70,0,1
0.100988199,40.94118245,43.84375,47,0,45,54,7,1
0.009065078,54.34262137,21.328125,64,0,12,59,11,1
0.001045921,54.31788701,36.09375,0,0,53,69,8,1
0.004374837,34.63065394,28.52734375,38,0,69,60,7,1
0.003511363,87.35682785,32.8125,23,0,61,53,17,1
0.00744361,53.94652356,15.4375,0,0,74,52,0,1
0.008781268,71.84485947,33.984375,25,0,48,64,11,1
0.03696689,49.64294834,55.3125,,,,,,1
0.004353112,65.29912325,46.0078125,48,0,51,60,18,1
0.018343159,45.22590678,7.0546875,0,0,40,43,0,1
0.45841562,34.97472415,108.8867188,,,,,,1
0.003259604,11.63421538,16.46875,61,0,5,62,0,1
0.297106039,50.84817172,80.4375,168,0,69,63,15,1
0.58541423,42.30042081,98.0859375,144,0,40,66,69,1
0.000150169,70.24403298,52.5,82,0,76,64,20,1
0.356241052,31.81423237,15.4375,0,0,50,76,0,1
0.379288235,36.65630852,50.46875,,,,,,1
0.003192626,41.61443509,9.9375,0,0,46,53,0,1
0.009512851,42.64883066,20.0390625,5,0,37,57,0,1
0.20208596,42.83935346,58.7421875,102,0,42,61,12,1
0.429987201,37.54307872,90.8203125,,,,,,1
0.231743017,47.73174045,68.4375,0,0,46,73,0,1
0.051964404,65.61051199,114.6835938,2,0,37,78,79,1
0.003549916,81.85434904,15.84375,0,0,50,78,0,1
0.176832133,30.76874803,47.7109375,,,,,,1
0.053143392,27.3441954,54.6015625,,,,,,1
0.222317852,43.68654789,55.6171875,72,0,37,59,4,1
0.097575143,28.63689103,53.046875,29,0,26,30,67,1
0.241265039,49.13387534,54.44140625,53,0,6,66,11,1
0.001303452,61.50668572,34.3984375,61,0,56,70,4,1
0.250026413,25.63759486,11.37109375,0,0,39,71,0,1
0.002655613,57.28283677,35.0390625,96,0,40,54,11,1
0.150303064,39.6648223,50.765625,0,0,36,71,5,1
0.21608315,56.67971606,20.625,37,0,8,41,14,1
0.011954714,45.37007575,10.71875,0,0,47,56,0,1
0.250069617,44.17748256,23.3515625,6,0,16,3,58,1
0.165789094,54.27073645,18.046875,10,0,9,43,12,1
0.112890384,27.7885226,46.13671875,91,0,8,41,52,1
0.050353157,24.83740848,5.765625,0,0,39,36,0,1
0.420418677,31.38724747,40.78515625,0,0,112,53,0,1
0.128085576,33.80957182,57.09375,115,0,22,61,2,1
0.332629476,18.9837713,17.609375,,,,,,1
0.312179562,33.41382878,47.41015625,0,1,10,52,0,1
0.077440247,29.459039,45.703125,,,,,,1
0.231561576,21.66433379,55.86328125,,,,,,1
0.374387013,29.85624829,54.375,,,,,,1
0.166631712,31.73163284,52.203125,97,0,24,47,5,1
0.315974929,34.2334049,75.78125,168,0,30,60,37,1
0.069671091,25.04249102,5.6875,0,0,50,28,0,1
0.202754065,30.37053978,63.4375,,,,,,1
0.14726624,20.41186568,42.796875,,,,,,1
0.230075898,26.01554132,19.7421875,107,0,24,38,0,1
0.16877522,26.79587762,84.1640625,280,0,11,10,53,1
0.118902046,11.1298099,10.2265625,15,0,52,28,6,1
0.132230417,37.05834351,13.359375,0,1,58,51,5,1
0.006467261,20.91582254,18.42578125,0,0,87,52,1,1
0.021263299,46.11220782,33.8203125,0,0,76,111,0,1
0.012290061,5.354499283,5.859375,,,,,,1
0.035172709,13.75817072,11.38671875,30,0,13,4,49,1
0.388998921,37.3497309,10.52734375,0,0,47,55,0,1
0.002873929,12.63003401,7.3828125,,,,,,1
0.03973787,6.247696183,6.2421875,,,,,,1
0.004206984,16.43761362,9.546875,43,0,7,45,2,1
0.008027736,61.98035013,17.578125,0,0,88,50,0,1
0.017376493,15.03357868,13.3203125,,,,,,1
0.002860055,27.36791682,18.53515625,,,,,,1
0.021954163,31.49665175,23.8515625,,,,,,1
0.569075874,47.19623796,12.65625,0,0,79,39,1,1
0.135413646,11.85875987,10.96875,0,0,23,12,24,1
0.157549794,15.00124316,12.03125,0,0,68,44,0,1
0.224196023,15.87766141,699.9179688,,,,,,1
0.160888982,22.39702776,55.69921875,,,,,,1
0.168848573,13.60297299,453.578125,,,,,,1
0.230293084,13.51561998,477.0390625,,,,,,1
0.044806786,25.70795286,11.29296875,,,,,,1
0.037569126,17.03896396,28.30078125,,,,,,1
0.252514992,14.03992687,473.1289063,,,,,,1
0.106552326,6.89574825,24.4453125,,,,,,1
0.016369451,21.02494926,4.484375,0,0,39,28,0,1
0.011743818,26.02115173,13.3203125,,,,,,1
0.011751958,32.72725375,8.25,0,0,46,44,0,1
0.078863154,13.20577836,9.953125,,,,,,1
0.009792135,38.47103357,56.640625,47,0,29,50,0,1
0.308553586,19.78367406,39.35546875,,,,,,1
0.111610001,28.02134131,25.05078125,53,0,66,53,0,1
0.017642702,10.91115127,6.3984375,,,,,,1
0.045671482,31.69252339,52.171875,,,,,,1
0.003391229,33.43988819,23.5546875,39,0,49,45,0,1
0.092254889,27.20548429,15.625,0,0,24,50,0,1
0.135988568,28.3388941,54.35546875,,,,,,1
0.04161781,31.1747619,26.90625,20,0,28,23,33,1
0.115370085,21.4918281,134.1328125,,,,,,1
0.08623675,22.04993124,43.7890625,,,,,,1
0.403603539,26.6063665,36.15625,,,,,,1
0.068156235,33.65882838,32.421875,0,0,7,46,4,1
0.113965676,16.95128001,102.5390625,,,,,,1
0.020761631,30.78390374,42.44140625,,,,,,1
0.182843516,27.64952161,111.8671875,,,,,,1
0.148456493,22.8875179,47.8125,,,,,,1
0.007715511,25.78103634,21.671875,,,,,,1
0.043167292,24.73644279,72.87109375,,,,,,1
0.154299204,33.52339001,140.2734375,,,,,,1
0.08748322,28.08733689,35.875,,,,,,1
0.04722529,18.4069722,25.13671875,,,,,,1
0.012987642,11.5309007,7.3671875,,,,,,1
0.093019684,28.83742865,36.5625,,,,,,1
0.007186776,25.98874091,81.80859375,,,,,,1
0.000960454,21.57355872,69.92578125,,,,,,1
0.005675564,81.88720721,310.7421875,49,0,7,5,210,1
0.006580421,32.01435723,8.4375,0,0,27,42,3,1
0.008366958,48.30790069,20.91796875,32,0,17,105,0,1
0.032049269,40.55354053,95.4140625,,,,,,1
0.003124378,25.23827115,28.875,,,,,,1
0.042179863,33.61142434,120.5039063,,,,,,1
0.00648267,46.03708421,35.5546875,87,0,10,74,0,1
0.055740558,25.40211558,153.8671875,,,,,,1
0.005975331,29.16987705,34.6875,,,,,,1
0.02223551,30.8878761,32.453125,0,0,3,16,46,1
0.02393134,21.17585826,18.5625,0,0,46,99,0,1
0.09783322,34.0314443,18.5859375,0,0,59,78,0,1
0.004887265,14.03183908,17.96875,,,,,,1
0.036958624,10.92321655,7.90625,0,0,8,39,5,1
0.038193558,16.81686895,20.34375,,,,,,1
0.041727314,11.52767201,48.2421875,,,,,,1
0.055209028,9.695045063,10.78125,,,,,,1
0.076280613,8.908523617,19.6171875,,,,,,1
0.09436221,12.8154454,14.6484375,,,,,,1
0.060502175,8.302203786,29.65625,,,,,,1
0.040490414,28.88204562,86.125,,,,,,1
0.147837221,12.19880225,30.75,,,,,,1
0.07151492,5.365722059,8.53125,,,,,,1
0.011247703,6.178543125,8.984375,,,,,,1
0.022004891,7.591968017,9.0703125,,,,,,1
0.003258411,19.22816241,15.640625,9,0,8,33,44,1
0.006167335,15.93446158,28.75,,,,,,1
0.117788336,15.23022937,71.15625,,,,,,1
0.12862381,10.34599387,19,,,,,,1
0.030869455,21.38646953,35.6484375,,,,,,1
0.055266579,10.86215727,18.046875,,,,,,1
0.032375807,17.39983059,76.53125,,,,,,1
0.005656946,7.61445578,5.77734375,,,,,,1
0.094946613,9.661839773,26.25,,,,,,1
0.046824058,16.69911282,40.81640625,,,,,,1
0.045409555,12.00845499,46.2265625,,,,,,1
0.000547118,33.57977251,14.609375,0,0,53,68,0,1
0.004677455,27.07065131,25.671875,0,0,56,106,0,1
0.066425937,15.61293476,137.859375,,,,,,1
0.003850903,13.61613763,19.296875,0,2,11,74,0,1
0.002068478,23.73950891,9.1796875,42,0,3,13,37,1
0.023539925,27.50063553,35.3203125,44,0,36,66,0,1
0.076922998,9.532321214,50.7578125,,,,,,1
0.062301874,14.76454621,76.0703125,,,,,,1
0.050238594,18.98764899,106.5625,,,,,,1
0.031508929,7.51651987,16.5625,,,,,,1
0.017879404,19.81538962,16.75,0,0,62,67,0,1
0.234356969,24.56425493,27.125,,,,,,1
0.013299298,16.12868447,58.578125,,,,,,1
0.002706839,49.87034634,15.3125,0,0,5,47,33,1
0.196082548,17.26037859,12.0078125,0,0,5,53,0,1
0.06183662,20.81667413,44.6875,,,,,,1
0.113358268,8.143712799,34.28515625,,,,,,1
0.109170348,8.966434781,13.40625,,,,,,1
0.095709315,5.333955387,5.6875,,,,,,1
0.178894009,6.172571257,11.1796875,,,,,,1
0.111171689,8.843035381,9.36328125,,,,,,1
0.020046693,31.05462033,50.23046875,,,,,,1
0.096711373,22.03032082,33.2578125,,,,,,1
0.024063092,13.22629566,42.75,,,,,,1
0.080600669,13.57927938,103.6875,,,,,,1
0.08051807,14.88280443,21.72265625,,,,,,1
0.151289036,13.34709546,74.35546875,,,,,,1
0.042382142,11.81798856,93.75,,,,,,1
0.008355856,17.59573742,57.44921875,,,,,,1
