curvature,strokewidth,density,x,y,w,h,distance,curvature_LogValue,strokewidth_LogValue,distance_LogValue,density_LogValue,class
0.152831544,36.54293601,74.51171875,0,0,44,55,54,-1.878418984,3.598487898,3.988984047,4.310956412,1
0.09176083,27.98417863,133.6289063,0,0,32,79,102,-2.388569761,3.331639302,4.624972813,4.895066602,1
0.254581492,39.21705777,32.34375,0,0,12,61,11,-1.36813429,3.669111799,2.397895273,3.476420803,1
0.094665744,26.95756264,28.79296875,0,0,25,44,19,-2.357403076,3.294263875,2.944438979,3.360131217,1
0.276577539,30.91834882,35.8359375,0,0,70,66,0,-1.285264067,3.431349821,#NAME?,3.578951231,1
0.084978908,23.39748167,74.5078125,151,0,34,102,0,-2.465352194,3.152628396,#NAME?,4.310903986,1
0.075280229,33.99214744,40.33203125,63,0,7,50,9,-2.586537742,3.52612954,2.197224577,3.697145973,1
0.170847485,40.70125226,77.4375,121,0,45,89,29,-1.766984021,3.70625886,3.36729583,4.349471159,1
0.173835428,42.37183651,62.765625,103,0,47,74,4,-1.749646243,3.746483908,1.386294361,4.139407551,1
0.321392276,32.68616137,50.6953125,37,0,71,73,30,-1.135092858,3.486951789,3.401197382,3.925833451,1
0.42725235,28.48380927,78.93359375,0,0,11,50,71,-0.850380457,3.34933583,4.262679877,4.368606914,1
0.118568197,28.95601089,37.578125,25,0,34,61,4,-2.132266982,3.365777813,1.386294361,3.626422099,1
0.089614831,34.38967436,78.671875,0,0,108,71,35,-2.412234448,3.537756355,3.555348061,4.365285722,1
0.192073695,22.68977895,40.375,0,0,97,76,0,-1.649876152,3.121914557,#NAME?,3.698210782,1
0.160276977,34.46618698,34,0,0,126,68,0,-1.830851854,3.539978756,#NAME?,3.526360525,1
0.212712302,28.70556728,44.5625,45,0,77,92,0,-1.547814721,3.357091086,#NAME?,3.796892698,1
0.325358722,40.85520748,42.625,65,0,57,46,42,-1.122826945,3.710034291,3.737669618,3.752440936,1
0.223630552,19.65824231,24.0703125,55,0,50,33,6,-1.49775991,2.978496706,1.791759469,3.180979235,1
0.26807196,33.65632757,37.6875,99,0,33,72,0,-1.316499827,3.516201079,#NAME?,3.629328474,1
0.131490204,31.30709019,37,0,3,23,62,9,-2.028822924,3.443844596,2.197224577,3.610917913,1
0.227030695,24.38651873,64.125,46,0,10,73,35,-1.48267005,3.194030469,3.555348061,4.160834303,1
0.257590449,33.61579158,146.9726563,0,0,114,116,59,-1.356384362,3.514995944,4.077537444,4.990246558,1
0.00616362,23.40832154,39.51953125,52,0,97,67,0,-5.089091012,3.153091581,#NAME?,3.676795012,1
0.00427932,33.58161746,29.55078125,0,0,19,58,27,-5.453961161,3.513978818,3.295836866,3.386110182,1
0.170280938,31.03996406,22.171875,30,0,46,60,6,-1.770305629,3.435275537,1.791759469,3.098824594,1
0.117084092,24.54753836,37.984375,0,0,25,64,4,-2.144862867,3.200611579,1.386294361,3.637174891,1
0.010180811,26.92962385,14.2734375,0,0,21,63,0,-4.587250605,3.293226939,#NAME?,2.658400292,1
0.216390718,33.51248154,25.94921875,64,0,9,73,0,-1.530669626,3.511917953,#NAME?,3.256141503,1
0.247677843,29.23903332,48.234375,89,0,35,68,30,-1.395626397,3.375504574,3.401197382,3.876071941,1
0.299332964,26.15759706,51.22265625,25,0,45,60,33,-1.206198733,3.264139667,3.496507561,3.936181939,1
0.184460377,30.04626639,27.28125,0,0,28,72,0,-1.690320597,3.402738407,#NAME?,3.306199653,1
0.209270001,38.62408774,51.64453125,90,0,25,60,53,-1.56412999,3.653876117,3.970291914,3.944384309,1
0.186448561,31.78529256,33.36328125,0,0,31,64,9,-1.67959989,3.459003685,2.197224577,3.507455931,1
0.081273332,32.43733291,58.75390625,0,0,37,72,17,-2.509937336,3.47931001,2.833213344,4.07335764,1
0.339689965,32.31211944,36.71875,0,1,3,64,35,-1.079721945,3.475442375,3.555348061,3.603287524,1
0.320496489,33.80375305,39.703125,41,0,78,78,6,-1.137883957,3.520571833,1.791759469,3.6814299,1
0.103848782,31.47445546,55.078125,87,0,52,100,0,-2.264819457,3.449176279,#NAME?,4.008752632,1
0.004403814,33.84650738,30.75,0,0,30,82,0,-5.425284295,3.521835815,#NAME?,3.425889994,1
0.064257707,35.62782841,30.46875,0,0,26,78,0,-2.744853609,3.573127029,#NAME?,3.416701568,1
0.193841517,44.39261338,58.7578125,0,0,26,72,66,-1.640714376,3.79307309,4.189654742,4.073424123,1
0.020439906,18.98962424,26.25,8,0,24,41,7,-3.890266112,2.943892737,1.945910149,3.267665989,1
0.006885648,30.83403957,11.19921875,28,0,31,47,0,-4.978316034,3.428619261,#NAME?,2.415844021,1
0.100237198,21.39191712,17.2265625,67,0,36,41,1,-2.300215922,3.063013146,0,2.846452524,1
0.242801498,35.36719126,33.25,118,0,32,56,0,-1.41551105,3.56578459,#NAME?,3.504054767,1
0.007527197,33.80577076,26.94140625,53,0,66,57,0,-4.889232551,3.52063152,#NAME?,3.293664369,1
0.044590297,32.7326492,26.43359375,36,0,63,64,3,-3.110239,3.488373026,1.098612289,3.274635692,1
0.116925466,36.07768263,35.15625,13,0,78,52,23,-2.14621859,3.585674464,3.135494216,3.559802412,1
0.06871253,20.90819736,58.296875,0,0,24,57,34,-2.677823709,3.0401413,3.526360525,4.06554849,1
0.178840182,40.14601287,35.625,59,0,11,80,0,-1.72126271,3.69252313,#NAME?,3.573047639,1
0.253062044,28.48524487,28.30078125,60,0,27,43,20,-1.374120587,3.349386229,2.995732274,3.34288941,1
0.086647121,24.93811655,23.84375,38,0,13,51,5,-2.445911489,3.216397418,1.609437912,3.171522128,1
0.11953344,22.95378626,38.78125,33,0,55,71,2,-2.124159114,3.133482902,0.693147181,3.657936882,1
0.275568573,25.2155232,30,69,0,37,52,8,-1.288918778,3.227459805,2.079441542,3.401197382,1
0.004497427,30.36077353,15.8203125,53,0,26,44,6,-5.404249824,3.413151431,1.791759469,2.761294716,1
0.377297417,24.85286347,25.3359375,86,0,21,35,11,-0.974721498,3.212972976,2.397895273,3.232223842,1
0.549253197,23.78689177,14.4375,34,0,25,38,10,-0.599195747,3.169134663,2.302585093,2.669828988,1
0.308178625,31.72242833,9.0703125,0,0,37,42,1,-1.177075713,3.457023949,0,2.205006718,1
0.169182739,22.30735435,38.5078125,0,0,29,62,0,-1.776775852,3.104916416,#NAME?,3.650861143,1
0.038334553,24.92031789,54.56640625,103,0,9,61,0,-3.261403622,3.21568345,#NAME?,3.999418423,1
0.127801989,36.21825218,57.6640625,0,0,36,50,11,-2.057273174,3.589563196,2.397895273,4.054634146,1
0.172766892,40.69812024,22.265625,53,0,20,76,0,-1.755812038,3.706181906,#NAME?,3.103044009,1
0.172357381,26.49017852,28.18359375,0,0,9,65,0,-1.758185161,3.276774042,#NAME?,3.338740027,1
0.0064705,42.98479205,8.4375,25,0,18,41,7,-5.040501894,3.76084638,1.945910149,2.132686056,1
0.002845099,39.50245706,11.515625,0,0,42,67,0,-5.862157414,3.676362874,#NAME?,2.443704809,1
0.077548337,26.75762021,100.2539063,274,0,19,45,42,-2.556853834,3.2868193,3.737669618,4.607706031,1
0.097157253,29.82716871,31.171875,56,0,49,60,0,-2.331424448,3.39541968,#NAME?,3.439516246,1
0.12654234,30.38761233,68.296875,77,0,32,60,34,-2.067178323,3.414035036,3.526360525,4.223864012,1
0.26619629,19.80250293,27.37109375,21,0,33,46,3,-1.32352131,2.98580834,1.098612289,3.309487484,1
0.178684038,24.00576329,23.625,0,0,9,50,4,-1.722136184,3.178293939,1.386294361,3.162305473,1
0.264219262,28.8720023,47.8125,166,0,36,58,2,-1.330975983,3.362872347,0.693147181,3.867287112,1
0.271756059,36.45095739,29.8046875,36,0,35,70,0,-1.302850457,3.595967724,#NAME?,3.39466568,1
0.012620461,27.61778203,23.828125,56,0,42,60,1,-4.372435893,3.318459842,0,3.170866606,1
0.032184544,25.54427732,23.4140625,50,0,29,71,3,-3.436268942,3.240413312,1.098612289,3.153336803,1
0.232263104,22.43509993,12.484375,24,0,21,68,0,-1.459884481,3.110626694,#NAME?,2.524477862,1
0.240175655,28.94510746,14.875,0,0,55,56,0,-1.426384728,3.36540119,#NAME?,2.699681951,1
0.145020372,34.21521684,33.03125,43,0,49,51,5,-1.93088105,3.532670482,1.609437912,3.497454083,1
0.01207164,25.42554292,26.4140625,0,0,35,46,0,-4.416896379,3.235754295,#NAME?,3.273896539,1
0.004916583,41.39367519,45,61,0,34,10,50,-5.315141502,3.723128096,3.912023005,3.80666249,1
0.465848757,29.22260024,19.12109375,50,0,37,54,1,-0.763894253,3.374942391,0,2.95079211,1
0.331953029,36.69896281,60.0390625,0,0,48,54,4,-1.102761799,3.602748493,1.386294361,4.094995392,1
0.004614738,34.85537618,21.78515625,0,0,37,39,0,-5.378500184,3.551207392,#NAME?,3.081228832,1
0.254206452,34.25985341,34.5703125,51,0,33,50,0,-1.369608539,3.533974214,#NAME?,3.542995294,1
0.240781333,26.21628892,29.375,0,0,39,40,0,-1.423866089,3.266380932,#NAME?,3.380143972,1
0.173363376,34.44566789,28.640625,146,0,40,37,2,-1.752365448,3.539383239,0.693147181,3.354826164,1
0.210124178,34.35092143,22.6875,54,0,44,44,0,-1.560056599,3.536628843,#NAME?,3.121814112,1
0.17059599,31.3209149,10.7578125,0,0,49,54,0,-1.768457149,3.444286082,#NAME?,2.375632235,1
0.172019991,50.41277855,67.59375,0,0,49,103,0,-1.760144582,3.920244686,#NAME?,4.213515523,1
0.348518655,36.46728037,19.0625,0,0,29,48,13,-1.054063521,3.59641543,2.564949357,2.947723054,1
0.027559704,37.11003731,7.14453125,0,0,31,57,2,-3.591400573,3.61388748,0.693147181,1.966347204,1
0.011175809,39.13177667,14.35546875,0,0,73,49,0,-4.494003747,3.666934839,#NAME?,2.664130967,1
0.001638235,47.1997744,11.25390625,0,0,65,43,0,-6.414135836,3.854389113,#NAME?,2.420715291,1
0.000194078,44.83517838,17.921875,0,0,60,74,0,-8.547250418,3.802993063,#NAME?,2.886022034,1
0.006187373,67.64756511,28.1015625,0,0,66,107,2,-5.085244677,4.214311362,0.693147181,3.33582518,1
0.338527067,27.19680079,9.0234375,0,0,53,42,0,-1.083151228,3.303099348,#NAME?,2.199825359,1
0.021022599,34.91304906,12.03125,0,0,53,56,0,-3.862157277,3.552860658,#NAME?,2.487507431,1
0.009372338,52.32908141,56.53125,15,0,91,72,62,-4.669992694,3.957552266,4.127134385,4.034793583,1
0.026636495,50.29804421,40.72265625,0,0,73,52,87,-3.625473011,3.917966194,4.465908119,3.706784602,1
0.037273949,47.96286863,11.09375,0,0,69,40,0,-3.289460615,3.870427141,#NAME?,2.406381887,1
0.006449163,69.4299625,24.33984375,0,0,91,67,0,-5.043804924,4.240318511,#NAME?,3.192114668,1
0.032292695,25.7216948,8.80859375,2,0,53,41,0,-3.432914235,3.247334791,#NAME?,2.175727807,1
0.02351444,33.87976932,14.14453125,0,0,51,69,2,-3.750140578,3.522818061,0.693147181,2.649328065,1
0.012445021,33.11167478,12.4609375,2,0,56,55,0,-4.386434656,3.499885933,#NAME?,2.522598751,1
0.004237544,34.78120726,15.84375,0,0,102,39,0,-5.463771423,3.54907722,#NAME?,2.762775101,1
0.003901246,110.7344248,41.66015625,0,0,133,79,0,-5.54645929,4.707134765,#NAME?,3.729545186,1
0.003198465,38.01013168,7.8671875,0,2,38,51,0,-5.745084272,3.637852747,#NAME?,2.062700629,1
0.239950615,34.86064008,8.6953125,0,0,51,42,0,-1.427322148,3.551358401,#NAME?,2.162784087,1
0.012927421,41.64352011,12.59765625,0,0,73,43,0,-4.348404565,3.729145777,#NAME?,2.533510785,1
0.371905375,50.72313184,18.28125,0,2,52,88,0,-0.989115825,3.926382056,#NAME?,2.905875944,1
0.352381099,30.34368315,57.94921875,6,0,5,4,65,-1.043042021,3.412588362,4.17438727,4.059567088,1
0.00549081,40.25736781,40.375,102,0,48,62,6,-5.204679493,3.695293038,1.791759469,3.698210782,1
0.364566952,43.69925597,23.11328125,56,0,39,55,6,-1.009045063,3.777331076,1.791759469,3.140407398,1
0.246782712,34.80904501,14.4375,0,0,36,56,0,-1.399247038,3.549877267,#NAME?,2.669828988,1
0.442551137,28.30255276,64.0625,0,0,22,10,72,-0.815199257,3.342952004,4.276666119,4.159859169,1
0.127788113,29.40797307,20.09765625,0,0,10,7,42,-2.057381754,3.38126583,3.737669618,3.000603204,1
0.334522735,36.36089007,50.5859375,135,0,38,48,26,-1.095050435,3.593493748,3.258096538,3.923673623,1
0.338517417,44.96303982,40.4296875,40,0,38,75,0,-1.083179734,3.805840815,#NAME?,3.699564354,1
0.389311316,32.36709382,27.609375,47,0,45,57,0,-0.943375957,3.477142284,#NAME?,3.318155389,1
0.015847454,100.0773653,37.0546875,42,0,53,45,17,-4.144746422,4.60594354,2.833213344,3.612394862,1
0.00440335,47.52810984,11.984375,0,0,57,52,0,-5.425389664,3.861321322,#NAME?,2.483603718,1
0.010990237,33.5912366,13.125,0,0,46,70,0,-4.510747946,3.514265217,#NAME?,2.574518808,1
0.100988199,40.94118245,43.84375,47,0,45,54,7,-2.292751611,3.712136462,1.945910149,3.780632177,1
0.009065078,54.34262137,21.328125,64,0,12,59,11,-4.70332583,3.995308843,2.397895273,3.060026624,1
0.001045921,54.31788701,36.09375,0,0,53,69,8,-6.862857442,3.994853584,2.079441542,3.58611972,1
0.004374837,34.63065394,28.52734375,38,0,69,60,7,-5.431886017,3.544739242,1.945910149,3.350863057,1
0.003511363,87.35682785,32.8125,23,0,61,53,17,-5.651750998,4.4700012,2.833213344,3.49080954,1
0.00744361,53.94652356,15.4375,0,0,74,52,0,-4.900399333,3.987993251,#NAME?,2.736799614,1
0.008781268,71.84485947,33.984375,25,0,48,64,11,-4.735134463,4.274509065,2.397895273,3.52590086,1
0.004353112,65.29912325,46.0078125,48,0,51,60,18,-5.436864287,4.17897861,2.890371758,3.828811219,1
0.018343159,45.22590678,7.0546875,0,0,40,43,0,-3.998498581,3.811670081,#NAME?,1.953692289,1
0.003259604,11.63421538,16.46875,61,0,5,62,0,-5.726149563,2.453950358,#NAME?,2.801464646,1
0.297106039,50.84817172,80.4375,168,0,69,63,15,-1.21366617,3.928844167,2.708050201,4.387480485,1
0.58541423,42.30042081,98.0859375,144,0,40,66,69,-0.535435597,3.744797034,4.234106505,4.585844008,1
0.000150169,70.24403298,52.5,82,0,76,64,20,-8.803749231,4.251975365,2.995732274,3.96081317,1
0.356241052,31.81423237,15.4375,0,0,50,76,0,-1.032147665,3.459913748,#NAME?,2.736799614,1
0.003192626,41.61443509,9.9375,0,0,46,53,0,-5.746911503,3.728447104,#NAME?,2.29631548,1
0.009512851,42.64883066,20.0390625,5,0,37,57,0,-4.655111658,3.752999856,#NAME?,2.997683494,1
0.20208596,42.83935346,58.7421875,102,0,42,61,12,-1.599062128,3.757457153,2.48490665,4.073158165,1
0.231743017,47.73174045,68.4375,0,0,46,73,0,-1.462126207,3.865596595,#NAME?,4.22592092,1
0.051964404,65.61051199,114.6835938,2,0,37,78,79,-2.957196333,4.183735927,4.369447852,4.742176978,1
0.003549916,81.85434904,15.84375,0,0,50,78,0,-5.640831338,4.404941437,#NAME?,2.762775101,1
0.222317852,43.68654789,55.6171875,72,0,37,59,4,-1.503647155,3.777040226,1.386294361,4.018492281,1
0.097575143,28.63689103,53.046875,29,0,26,30,67,-2.3271325,3.354695783,4.204692619,3.971175957,1
0.241265039,49.13387534,54.44140625,53,0,6,66,11,-1.421859203,3.894548722,2.397895273,3.997125009,1
0.001303452,61.50668572,34.3984375,61,0,56,70,4,-6.642739149,4.11914588,1.386294361,3.538011142,1
0.250026413,25.63759486,11.37109375,0,0,39,71,0,-1.386188715,3.244059823,#NAME?,2.431074499,1
0.002655613,57.28283677,35.0390625,96,0,40,54,11,-5.931079766,4.048001046,2.397895273,3.556463511,1
0.150303064,39.6648223,50.765625,0,0,36,71,5,-1.895101597,3.680464707,1.609437912,3.927219452,1
0.21608315,56.67971606,20.625,37,0,8,41,14,-1.532091992,4.037416405,2.63905733,3.026503932,1
0.011954714,45.37007575,10.71875,0,0,47,56,0,-4.426629601,3.814852763,#NAME?,2.371994544,1
0.250069617,44.17748256,23.3515625,6,0,16,3,58,-1.386015932,3.788215215,4.060443011,3.150663898,1
0.165789094,54.27073645,18.046875,10,0,9,43,12,-1.797038816,3.993985158,2.48490665,2.89297254,1
0.112890384,27.7885226,46.13671875,91,0,8,41,52,-2.181337984,3.324623079,3.951243719,3.831609135,1
0.050353157,24.83740848,5.765625,0,0,39,36,0,-2.988693961,3.212350923,#NAME?,1.751913561,1
0.420418677,31.38724747,40.78515625,0,0,112,53,0,-0.866504214,3.446401679,#NAME?,3.708318198,1
0.128085576,33.80957182,57.09375,115,0,22,61,2,-2.055056676,3.520743952,0.693147181,4.044694654,1
0.312179562,33.41382878,47.41015625,0,1,10,52,0,-1.164176737,3.50896985,#NAME?,3.858836473,1
0.166631712,31.73163284,52.203125,97,0,24,47,5,-1.791969219,3.457314065,1.609437912,3.955142359,1
0.315974929,34.2334049,75.78125,168,0,30,60,37,-1.152092407,3.533201919,3.610917913,4.327850901,1
0.069671091,25.04249102,5.6875,0,0,50,28,0,-2.663969811,3.220574023,#NAME?,1.738270784,1
0.230075898,26.01554132,19.7421875,107,0,24,38,0,-1.469346033,3.258694103,#NAME?,2.982757843,1
0.16877522,26.79587762,84.1640625,280,0,11,10,53,-1.779187509,3.288248056,3.970291914,4.432768019,1
0.118902046,11.1298099,10.2265625,15,0,52,28,6,-2.129455268,2.409627085,1.791759469,2.324988502,1
0.132230417,37.05834351,13.359375,0,1,58,51,5,-2.023209295,3.612493522,1.609437912,2.592218386,1
0.006467261,20.91582254,18.42578125,0,0,87,52,1,-5.041002599,3.040505932,0,2.913750839,1
0.021263299,46.11220782,33.8203125,0,0,76,111,0,-3.850772744,3.831077727,#NAME?,3.521061584,1
0.035172709,13.75817072,11.38671875,30,0,13,4,49,-3.34748481,2.621632882,3.891820298,2.432447654,1
0.388998921,37.3497309,10.52734375,0,0,47,55,0,-0.944178709,3.620325707,#NAME?,2.353976039,1
0.004206984,16.43761362,9.546875,43,0,7,45,2,-5.471009278,2.799572222,0.693147181,2.256213876,1
0.008027736,61.98035013,17.578125,0,0,88,50,0,-4.824852733,4.126817401,#NAME?,2.866655231,1
0.569075874,47.19623796,12.65625,0,0,79,39,1,-0.563741508,3.854314185,0,2.538151164,1
0.135413646,11.85875987,10.96875,0,0,23,12,24,-1.999421141,2.473066824,3.17805383,2.395050321,1
0.157549794,15.00124316,12.03125,0,0,68,44,0,-1.848013718,2.708133075,#NAME?,2.487507431,1
0.016369451,21.02494926,4.484375,0,0,39,28,0,-4.112338425,3.045709793,#NAME?,1.500599132,1
0.011751958,32.72725375,8.25,0,0,46,44,0,-4.443735414,3.488208179,#NAME?,2.1102132,1
0.009792135,38.47103357,56.640625,47,0,29,50,0,-4.626175767,3.649905583,#NAME?,4.036726484,1
0.111610001,28.02134131,25.05078125,53,0,66,53,0,-2.192744618,3.332966409,#NAME?,3.220905015,1
0.003391229,33.43988819,23.5546875,39,0,49,45,0,-5.686562886,3.509749445,#NAME?,3.159324845,1
0.092254889,27.20548429,15.625,0,0,24,50,0,-2.3832,3.303418581,#NAME?,2.748872196,1
0.04161781,31.1747619,26.90625,20,0,28,23,33,-3.179227078,3.439608854,3.496507561,3.292358602,1
0.068156235,33.65882838,32.421875,0,0,7,46,4,-2.685952636,3.516275381,1.386294361,3.478833349,1
0.005675564,81.88720721,310.7421875,49,0,7,5,210,-5.171585337,4.405342779,5.347107531,5.738963589,1
0.006580421,32.01435723,8.4375,0,0,27,42,3,-5.023656554,3.466184466,1.098612289,2.132686056,1
0.008366958,48.30790069,20.91796875,32,0,17,105,0,-4.783464901,3.877595123,#NAME?,3.040608538,1
0.00648267,46.03708421,35.5546875,87,0,10,74,0,-5.038622816,3.82944725,#NAME?,3.571072004,1
0.02223551,30.8878761,32.453125,0,0,3,16,46,-3.806064718,3.430363748,3.828641396,3.479796741,1
0.02393134,21.17585826,18.5625,0,0,46,99,0,-3.732566382,3.052861771,#NAME?,2.921143417,1
0.09783322,34.0314443,18.5859375,0,0,59,78,0,-2.324491087,3.52728493,#NAME?,2.922405246,1
0.036958624,10.92321655,7.90625,0,0,8,39,5,-3.297956262,2.390890483,1.609437912,2.067653586,1
0.003258411,19.22816241,15.640625,9,0,8,33,44,-5.726515626,2.956375997,3.784189634,2.749871696,1
0.000547118,33.57977251,14.609375,0,0,53,68,0,-7.510846057,3.513923877,#NAME?,2.681663446,1
0.004677455,27.07065131,25.671875,0,0,56,106,0,-5.36500112,3.298450164,#NAME?,3.245396035,1
0.003850903,13.61613763,19.296875,0,2,11,74,0,-5.559447613,2.61125568,#NAME?,2.959943166,1
0.002068478,23.73950891,9.1796875,42,0,3,13,37,-6.180942208,3.167140703,3.610917913,2.216993163,1
0.023539925,27.50063553,35.3203125,44,0,36,66,0,-3.749057363,3.314209115,#NAME?,3.564458223,1
0.017879404,19.81538962,16.75,0,0,62,67,0,-4.024105843,2.986458889,#NAME?,2.818398258,1
0.002706839,49.87034634,15.3125,0,0,5,47,33,-5.911973746,3.909426564,3.496507561,2.728669488,1
0.196082548,17.26037859,12.0078125,0,0,5,53,0,-1.629219545,2.84841362,#NAME?,2.48555748,1
0.006656296,14.83050831,11.171875,0,0,18,28,27,-5.012192105,2.696686431,3.295836866,2.413399459,1
0.089029242,37.92663629,15.33984375,0,0,75,51,0,-2.418790401,3.63565367,#NAME?,2.73045361,1
0.339611967,34.25685936,66.203125,0,0,32,75,1,-1.079951587,3.533886818,0,4.192727667,1
0.004897131,29.14138745,9.5390625,45,0,27,33,0,-5.319105756,3.372159413,#NAME?,2.25539521,1
0.288187292,28.67817622,38.0625,0,0,39,58,0,-1.244144691,3.356136423,#NAME?,3.639229545,1
0.196345947,28.37285655,60.84375,0,0,40,66,0,-1.62787714,3.345432933,#NAME?,4.108309103,1
0.405005852,31.96820217,25,73,0,25,57,7,-0.903853763,3.464741727,1.945910149,3.218875825,1
0.157998081,43.67403008,27.5625,0,0,38,56,0,-1.845172392,3.776753648,#NAME?,3.316456153,1
0.335962424,32.61285648,28.640625,102,0,15,43,9,-1.090755959,3.484706581,2.197224577,3.354826164,1
0.276963901,31.25166452,148.828125,0,0,33,63,37,-1.283868103,3.442072639,3.610917913,5.002792117,1
0.431677552,27.80973826,70.359375,84,0,25,54,25,-0.840076377,3.325386256,3.218875825,4.253616037,1
0.002440825,44.53687889,16.36328125,38,0,31,59,0,-6.015419182,3.796317585,#NAME?,2.795039876,1
0.345327193,25.87675267,46.921875,93,0,28,53,13,-1.063262926,3.253344985,2.564949357,3.848483985,1
0.325461627,31.64127103,68.0625,0,0,36,71,1,-1.122510714,3.454462314,0,4.220426401,1
0.203879975,31.66995439,40.21875,0,0,24,71,7,-1.590223816,3.45536842,1.945910149,3.694333305,1
0.074191887,29.99208994,36.3671875,107,0,24,57,13,-2.601100474,3.400933678,2.564949357,3.593666926,1
0.006342244,41.87294794,14.6953125,8,0,56,52,5,-5.06052263,3.734639985,1.609437912,2.687528565,1
0.255781366,34.49229031,26.28125,45,0,50,58,0,-1.363432238,3.54073583,#NAME?,3.268855757,1
0.066116703,25.88909958,43.6484375,0,0,40,58,16,-2.716333871,3.253822014,2.772588722,3.776167486,1
0.028071924,21.36777055,67.3828125,38,0,18,47,22,-3.572985348,3.061883738,3.091042453,4.210389978,1
0.115949105,25.10054591,32.171875,35,0,27,58,0,-2.154603934,3.222889595,#NAME?,3.471092624,1
0.345455921,27.35582637,83.26171875,100,0,22,74,13,-1.062890224,3.308929536,2.564949357,4.421988885,1
0.137491294,25.66754413,23.25,57,0,37,47,15,-1.98419468,3.245227319,2.708050201,3.146305132,1
0.102446317,26.7507263,113.8984375,443,0,10,43,18,-2.278416354,3.286561624,2.890371758,4.735307152,1
0.015887205,11.40993457,10.078125,30,0,28,39,4,-4.142241211,2.434484429,1.386294361,2.310367233,1
0.113110595,38.67414074,65.16796875,53,0,48,53,14,-2.179389222,3.655171179,2.63905733,4.176968071,1
0.265690965,23.28112304,60.265625,114,0,6,39,19,-1.325421431,3.147642862,2.944438979,4.098761875,1
0.058456628,25.95019446,46.16796875,112,0,5,50,3,-2.839470201,3.256179103,1.098612289,3.832286241,1
0.032092986,19.45704837,52.9296875,92,0,22,50,0,-3.439117777,2.968209388,#NAME?,3.968964382,1
0.105399386,22.55230942,52.171875,180,0,30,62,1,-2.249998468,3.115837474,0,3.954543557,1
0.057496645,23.10591981,27.890625,159,0,9,40,2,-2.856028681,3.140088854,0.693147181,3.328290611,1
0.46176627,34.07675314,25.56640625,21,0,22,53,2,-0.772696425,3.528615426,0.693147181,3.241279234,1
0.008331142,32.00593235,25.6484375,105,0,27,39,10,-4.787754737,3.465921272,2.302585093,3.244482654,1
0.385872139,29.28899243,27.38671875,48,0,32,52,5,-0.952249211,3.37721176,1.609437912,3.310058179,1
0.181604689,32.58508277,27.5625,60,0,55,39,3,-1.705922993,3.4838546,1.098612289,3.316456153,1
0.015002688,36.71741969,13.26171875,48,0,47,35,0,-4.199525894,3.603251293,#NAME?,2.584881596,1
0.266100101,31.63168232,15.734375,49,0,25,53,0,-1.323882721,3.454159223,#NAME?,2.755847809,1
0.189500716,20.82168848,36.94140625,34,0,77,49,0,-1.663362476,3.035995159,#NAME?,3.609333043,1
0.007984431,27.96070987,11.25390625,0,0,31,43,0,-4.830261758,3.330800306,#NAME?,2.420715291,1
0.01478138,35.18204075,17.15625,41,0,29,61,0,-4.214386998,3.560535746,#NAME?,2.842362539,1
0.003138062,36.63535345,22.8203125,18,0,25,46,0,-5.764149867,3.601013715,#NAME?,3.127651038,1
0.186248691,28.55068013,38.9375,121,0,27,47,9,-1.68067245,3.351680758,2.197224577,3.661957797,1
0.063302617,34.50638346,27,41,0,17,54,0,-2.759828608,3.541144335,#NAME?,3.295836866,1
0.012035913,24.19365492,24.96875,19,0,30,22,25,-4.419860349,3.186090405,3.218875825,3.217625043,0
